source_id,target_id,distance_km,weight,edge_type
52,128,58.4,0.017112,PROXIMATE_TO
52,129,93.8,0.01066,PROXIMATE_TO
52,130,156.6,0.006387,PROXIMATE_TO
53,54,116.4,0.008594,PROXIMATE_TO
53,55,191.6,0.005218,PROXIMATE_TO
53,56,163.9,0.006102,PROXIMATE_TO
53,57,192.9,0.005183,PROXIMATE_TO
53,59,120.9,0.008274,PROXIMATE_TO
53,60,144.2,0.006935,PROXIMATE_TO
53,121,204.8,0.004882,PROXIMATE_TO
53,122,204.8,0.004882,PROXIMATE_TO
53,123,294.7,0.003393,PROXIMATE_TO
53,124,218.3,0.00458,PROXIMATE_TO
53,125,203.2,0.004922,PROXIMATE_TO
53,127,192.4,0.005197,PROXIMATE_TO
53,128,203.3,0.004918,PROXIMATE_TO
53,129,255.4,0.003915,PROXIMATE_TO
53,130,164.3,0.006087,PROXIMATE_TO
54,55,106.9,0.009353,PROXIMATE_TO
54,56,278.8,0.003586,PROXIMATE_TO
54,57,164.5,0.006078,PROXIMATE_TO
54,58,236.5,0.004229,PROXIMATE_TO
54,59,231.0,0.004329,PROXIMATE_TO
54,60,58.4,0.017109,PROXIMATE_TO
54,71,268.1,0.003729,PROXIMATE_TO
54,72,277.1,0.003609,PROXIMATE_TO
54,122,283.1,0.003532,PROXIMATE_TO
54,124,272.1,0.003675,PROXIMATE_TO
54,127,288.4,0.003468,PROXIMATE_TO
54,128,241.8,0.004135,PROXIMATE_TO
54,129,283.4,0.003528,PROXIMATE_TO
54,130,259.1,0.00386,PROXIMATE_TO
55,57,95.3,0.010493,PROXIMATE_TO
55,58,167.4,0.005974,PROXIMATE_TO
55,60,154.1,0.006489,PROXIMATE_TO
55,71,161.3,0.0062,PROXIMATE_TO
55,72,184.3,0.005425,PROXIMATE_TO
55,80,244.3,0.004094,PROXIMATE_TO
55,107,256.9,0.003892,PROXIMATE_TO
55,122,284.6,0.003514,PROXIMATE_TO
55,123,269.1,0.003716,PROXIMATE_TO
55,124,250.9,0.003986,PROXIMATE_TO
55,128,212.1,0.004714,PROXIMATE_TO
55,129,236.7,0.004224,PROXIMATE_TO
55,130,282.2,0.003544,PROXIMATE_TO
56,59,56.1,0.017822,PROXIMATE_TO
56,60,294.3,0.003398,PROXIMATE_TO
56,121,69.9,0.014298,PROXIMATE_TO
56,122,215.3,0.004644,PROXIMATE_TO
56,124,266.1,0.003759,PROXIMATE_TO
56,125,115.1,0.008689,PROXIMATE_TO
56,127,166.2,0.006015,PROXIMATE_TO
56,128,276.8,0.003613,PROXIMATE_TO
56,130,157.9,0.006332,PROXIMATE_TO
57,58,243.3,0.00411,PROXIMATE_TO
57,60,222.1,0.004502,PROXIMATE_TO
57,71,163.3,0.006123,PROXIMATE_TO
57,72,118.0,0.008474,PROXIMATE_TO
57,80,220.4,0.004536,PROXIMATE_TO
57,122,208.0,0.004808,PROXIMATE_TO
57,123,173.9,0.005752,PROXIMATE_TO
57,124,163.9,0.006103,PROXIMATE_TO
57,126,219.5,0.004556,PROXIMATE_TO
57,127,243.9,0.0041,PROXIMATE_TO
57,128,123.5,0.008097,PROXIMATE_TO
57,129,141.8,0.00705,PROXIMATE_TO
57,130,220.9,0.004527,PROXIMATE_TO
58,60,249.9,0.004002,PROXIMATE_TO
58,71,163.8,0.006105,PROXIMATE_TO
58,72,269.4,0.003712,PROXIMATE_TO
58,80,242.9,0.004116,PROXIMATE_TO
58,104,199.0,0.005024,PROXIMATE_TO
58,107,90.1,0.011101,PROXIMATE_TO
58,109,176.8,0.005655,PROXIMATE_TO
58,110,252.3,0.003963,PROXIMATE_TO
59,60,241.2,0.004146,PROXIMATE_TO
59,121,121.7,0.008218,PROXIMATE_TO
59,122,228.9,0.004369,PROXIMATE_TO
59,124,270.1,0.003702,PROXIMATE_TO
59,125,154.2,0.006484,PROXIMATE_TO
59,127,188.2,0.005312,PROXIMATE_TO
59,128,272.6,0.003668,PROXIMATE_TO
59,130,171.7,0.005824,PROXIMATE_TO
60,128,298.3,0.003352,PROXIMATE_TO
61,62,285.2,0.003507,PROXIMATE_TO
61,64,193.7,0.005162,PROXIMATE_TO
61,65,127.3,0.007856,PROXIMATE_TO
61,66,275.5,0.00363,PROXIMATE_TO
61,67,195.8,0.005107,PROXIMATE_TO
61,68,96.5,0.010366,PROXIMATE_TO
61,69,114.1,0.008768,PROXIMATE_TO
61,70,289.3,0.003457,PROXIMATE_TO
61,94,245.7,0.004071,PROXIMATE_TO
61,141,209.5,0.004773,PROXIMATE_TO
61,142,221.2,0.00452,PROXIMATE_TO
61,143,297.8,0.003358,PROXIMATE_TO
61,146,258.4,0.003869,PROXIMATE_TO
61,147,233.1,0.00429,PROXIMATE_TO
61,148,259.8,0.00385,PROXIMATE_TO
61,150,211.2,0.004736,PROXIMATE_TO
62,63,201.9,0.004953,PROXIMATE_TO
62,65,160.9,0.006215,PROXIMATE_TO
62,66,193.2,0.005176,PROXIMATE_TO
62,67,189.8,0.005267,PROXIMATE_TO
62,69,249.1,0.004014,PROXIMATE_TO
62,70,101.2,0.009885,PROXIMATE_TO
63,64,228.8,0.004371,PROXIMATE_TO
63,65,230.9,0.004331,PROXIMATE_TO
63,67,142.1,0.007037,PROXIMATE_TO
63,70,101.1,0.009891,PROXIMATE_TO
63,81,206.5,0.004842,PROXIMATE_TO
63,83,258.6,0.003867,PROXIMATE_TO
63,88,183.9,0.005437,PROXIMATE_TO
63,89,236.4,0.00423,PROXIMATE_TO
63,95,262.4,0.003811,PROXIMATE_TO
63,100,175.9,0.005686,PROXIMATE_TO
64,65,188.7,0.005299,PROXIMATE_TO
64,67,121.3,0.008243,PROXIMATE_TO
64,68,260.4,0.003841,PROXIMATE_TO
64,69,288.8,0.003463,PROXIMATE_TO
64,70,247.1,0.004048,PROXIMATE_TO
64,91,264.4,0.003783,PROXIMATE_TO
64,92,272.8,0.003666,PROXIMATE_TO
64,94,257.3,0.003886,PROXIMATE_TO
64,95,220.9,0.004527,PROXIMATE_TO
64,97,267.0,0.003745,PROXIMATE_TO
64,100,207.1,0.004828,PROXIMATE_TO
65,66,216.0,0.004629,PROXIMATE_TO
65,67,111.1,0.008998,PROXIMATE_TO
65,68,222.4,0.004495,PROXIMATE_TO
65,69,138.2,0.007238,PROXIMATE_TO
65,70,166.1,0.006022,PROXIMATE_TO
65,150,297.7,0.003359,PROXIMATE_TO
66,69,172.8,0.005789,PROXIMATE_TO
66,70,284.9,0.00351,PROXIMATE_TO
66,135,293.5,0.003408,PROXIMATE_TO
66,146,279.4,0.003579,PROXIMATE_TO
66,150,289.2,0.003458,PROXIMATE_TO
67,68,288.5,0.003466,PROXIMATE_TO
67,69,245.9,0.004067,PROXIMATE_TO
67,70,128.2,0.007801,PROXIMATE_TO
67,95,276.2,0.003621,PROXIMATE_TO
67,100,220.5,0.004536,PROXIMATE_TO
68,69,159.1,0.006286,PROXIMATE_TO
68,94,203.7,0.00491,PROXIMATE_TO
68,141,123.7,0.008087,PROXIMATE_TO
68,142,129.4,0.007729,PROXIMATE_TO
68,143,222.7,0.004491,PROXIMATE_TO
68,145,258.6,0.003867,PROXIMATE_TO
68,146,217.6,0.004596,PROXIMATE_TO
68,147,165.4,0.006046,PROXIMATE_TO
68,148,180.3,0.005547,PROXIMATE_TO
68,150,160.4,0.006236,PROXIMATE_TO
69,70,293.0,0.003413,PROXIMATE_TO
69,135,279.9,0.003573,PROXIMATE_TO
69,141,215.7,0.004635,PROXIMATE_TO
69,142,238.7,0.00419,PROXIMATE_TO
69,143,270.6,0.003696,PROXIMATE_TO
69,145,293.8,0.003403,PROXIMATE_TO
69,146,191.6,0.005219,PROXIMATE_TO
69,147,205.1,0.004875,PROXIMATE_TO
69,148,245.2,0.004079,PROXIMATE_TO
69,150,166.3,0.006013,PROXIMATE_TO
70,81,283.7,0.003525,PROXIMATE_TO
70,88,260.2,0.003844,PROXIMATE_TO
70,100,267.0,0.003745,PROXIMATE_TO
71,72,120.5,0.008301,PROXIMATE_TO
71,73,293.6,0.003406,PROXIMATE_TO
71,77,278.9,0.003585,PROXIMATE_TO
71,78,244.0,0.004098,PROXIMATE_TO
71,79,240.2,0.004164,PROXIMATE_TO
71,80,89.6,0.011167,PROXIMATE_TO
71,107,216.5,0.004618,PROXIMATE_TO
71,109,218.6,0.004575,PROXIMATE_TO
71,110,192.7,0.005189,PROXIMATE_TO
71,123,270.2,0.003701,PROXIMATE_TO
71,126,264.6,0.003779,PROXIMATE_TO
71,128,267.1,0.003744,PROXIMATE_TO
71,129,257.6,0.003882,PROXIMATE_TO
72,73,206.5,0.004844,PROXIMATE_TO
72,78,253.1,0.003951,PROXIMATE_TO
72,79,215.5,0.004641,PROXIMATE_TO
72,80,126.3,0.00792,PROXIMATE_TO
72,110,283.2,0.003531,PROXIMATE_TO
72,122,263.7,0.003792,PROXIMATE_TO
72,123,151.9,0.006584,PROXIMATE_TO
72,124,203.5,0.004915,PROXIMATE_TO
72,126,147.3,0.00679,PROXIMATE_TO
72,128,169.9,0.005885,PROXIMATE_TO
72,129,145.9,0.006855,PROXIMATE_TO
72,130,297.6,0.00336,PROXIMATE_TO
73,74,277.2,0.003607,PROXIMATE_TO
73,78,212.3,0.004711,PROXIMATE_TO
73,79,142.2,0.00703,PROXIMATE_TO
73,80,229.0,0.004367,PROXIMATE_TO
73,123,207.2,0.004827,PROXIMATE_TO
73,126,124.6,0.008026,PROXIMATE_TO
73,128,291.8,0.003427,PROXIMATE_TO
73,129,239.6,0.004173,PROXIMATE_TO
74,75,95.6,0.010463,PROXIMATE_TO
74,76,271.5,0.003683,PROXIMATE_TO
74,77,175.4,0.0057,PROXIMATE_TO
74,78,126.6,0.007902,PROXIMATE_TO
74,79,162.8,0.006144,PROXIMATE_TO
74,80,282.4,0.003542,PROXIMATE_TO
74,110,272.0,0.003677,PROXIMATE_TO
75,76,233.7,0.004279,PROXIMATE_TO
75,77,224.0,0.004464,PROXIMATE_TO
75,78,218.3,0.00458,PROXIMATE_TO
75,79,258.3,0.003872,PROXIMATE_TO
76,77,210.5,0.004751,PROXIMATE_TO
76,105,207.3,0.004823,PROXIMATE_TO
76,110,298.7,0.003348,PROXIMATE_TO
76,111,181.4,0.005512,PROXIMATE_TO
76,113,212.4,0.004709,PROXIMATE_TO
76,114,283.2,0.003531,PROXIMATE_TO
76,116,141.3,0.007078,PROXIMATE_TO
76,117,266.2,0.003757,PROXIMATE_TO
76,119,171.4,0.005836,PROXIMATE_TO
76,120,112.5,0.008886,PROXIMATE_TO
77,78,136.6,0.00732,PROXIMATE_TO
77,79,205.7,0.004862,PROXIMATE_TO
77,80,214.7,0.004659,PROXIMATE_TO
77,105,142.9,0.006996,PROXIMATE_TO
77,109,237.4,0.004212,PROXIMATE_TO
77,110,113.8,0.008787,PROXIMATE_TO
77,111,285.9,0.003497,PROXIMATE_TO
77,116,200.4,0.004991,PROXIMATE_TO
77,120,204.7,0.004885,PROXIMATE_TO
78,79,70.1,0.014274,PROXIMATE_TO
78,80,155.9,0.006416,PROXIMATE_TO
78,105,273.7,0.003654,PROXIMATE_TO
78,110,183.0,0.005466,PROXIMATE_TO
78,126,294.0,0.003401,PROXIMATE_TO
79,80,152.2,0.00657,PROXIMATE_TO
79,110,234.1,0.004272,PROXIMATE_TO
79,123,299.6,0.003337,PROXIMATE_TO
79,126,229.7,0.004354,PROXIMATE_TO
80,105,295.9,0.00338,PROXIMATE_TO
80,107,275.8,0.003625,PROXIMATE_TO
80,109,240.1,0.004165,PROXIMATE_TO
80,110,160.4,0.006235,PROXIMATE_TO
80,123,269.9,0.003705,PROXIMATE_TO
80,126,237.0,0.004219,PROXIMATE_TO
80,128,296.0,0.003379,PROXIMATE_TO
80,129,270.4,0.003698,PROXIMATE_TO
81,82,203.2,0.004922,PROXIMATE_TO
81,83,102.3,0.009779,PROXIMATE_TO
81,84,199.0,0.005025,PROXIMATE_TO
81,85,146.1,0.006845,PROXIMATE_TO
81,86,266.0,0.00376,PROXIMATE_TO
81,87,274.7,0.00364,PROXIMATE_TO
81,88,23.5,0.042513,PROXIMATE_TO
81,89,64.7,0.015452,PROXIMATE_TO
81,90,270.8,0.003693,PROXIMATE_TO
81,100,248.4,0.004025,PROXIMATE_TO
82,83,126.6,0.007897,PROXIMATE_TO
82,84,242.4,0.004126,PROXIMATE_TO
82,85,94.9,0.010536,PROXIMATE_TO
82,87,248.2,0.004029,PROXIMATE_TO
82,88,224.7,0.00445,PROXIMATE_TO
82,89,150.6,0.006639,PROXIMATE_TO
83,84,246.0,0.004065,PROXIMATE_TO
83,85,123.2,0.008115,PROXIMATE_TO
83,87,295.1,0.003388,PROXIMATE_TO
83,88,117.2,0.008536,PROXIMATE_TO
83,89,37.6,0.026623,PROXIMATE_TO
83,92,278.7,0.003588,PROXIMATE_TO
83,95,282.3,0.003543,PROXIMATE_TO
83,100,224.7,0.004451,PROXIMATE_TO
84,85,150.2,0.006658,PROXIMATE_TO
84,86,79.1,0.012642,PROXIMATE_TO
84,87,94.1,0.01063,PROXIMATE_TO
84,88,215.1,0.00465,PROXIMATE_TO
84,89,223.8,0.004469,PROXIMATE_TO
84,90,164.2,0.006091,PROXIMATE_TO
85,86,228.6,0.004374,PROXIMATE_TO
85,87,176.2,0.005676,PROXIMATE_TO
85,88,169.6,0.005896,PROXIMATE_TO
85,89,121.7,0.008219,PROXIMATE_TO
85,90,298.1,0.003355,PROXIMATE_TO
86,87,113.6,0.0088,PROXIMATE_TO
86,88,278.6,0.00359,PROXIMATE_TO
86,89,298.8,0.003347,PROXIMATE_TO
86,90,123.6,0.008093,PROXIMATE_TO
87,88,294.2,0.003399,PROXIMATE_TO
87,89,282.7,0.003537,PROXIMATE_TO
87,90,234.0,0.004274,PROXIMATE_TO
88,89,80.6,0.01241,PROXIMATE_TO
88,90,273.3,0.003659,PROXIMATE_TO
88,100,237.4,0.004212,PROXIMATE_TO
89,92,298.7,0.003348,PROXIMATE_TO
89,95,296.2,0.003376,PROXIMATE_TO
89,100,229.3,0.004361,PROXIMATE_TO
91,92,168.0,0.005952,PROXIMATE_TO
91,93,258.8,0.003864,PROXIMATE_TO
91,95,166.8,0.005996,PROXIMATE_TO
91,96,151.2,0.006615,PROXIMATE_TO
91,97,124.1,0.008061,PROXIMATE_TO
91,100,251.2,0.003981,PROXIMATE_TO
92,95,53.0,0.018873,PROXIMATE_TO
92,97,44.7,0.02238,PROXIMATE_TO
92,100,127.6,0.007838,PROXIMATE_TO
93,96,139.2,0.007184,PROXIMATE_TO
93,98,190.1,0.005261,PROXIMATE_TO
93,99,229.7,0.004354,PROXIMATE_TO
94,96,273.2,0.003661,PROXIMATE_TO
94,141,275.0,0.003637,PROXIMATE_TO
94,142,258.5,0.003869,PROXIMATE_TO
95,97,68.3,0.014633,PROXIMATE_TO
95,100,90.4,0.011067,PROXIMATE_TO
96,97,275.2,0.003633,PROXIMATE_TO
96,98,227.2,0.004402,PROXIMATE_TO
96,99,286.0,0.003497,PROXIMATE_TO
97,100,157.3,0.006358,PROXIMATE_TO
98,99,61.4,0.016292,PROXIMATE_TO
101,106,146.8,0.006814,PROXIMATE_TO
101,108,182.6,0.005478,PROXIMATE_TO
102,103,29.9,0.033395,PROXIMATE_TO
102,104,239.0,0.004184,PROXIMATE_TO
102,105,285.1,0.003508,PROXIMATE_TO
102,106,179.0,0.005587,PROXIMATE_TO
102,108,135.6,0.007376,PROXIMATE_TO
102,109,297.0,0.003367,PROXIMATE_TO
102,111,246.6,0.004055,PROXIMATE_TO
102,112,196.1,0.0051,PROXIMATE_TO
102,114,265.5,0.003767,PROXIMATE_TO
102,115,95.6,0.010461,PROXIMATE_TO
102,116,280.7,0.003562,PROXIMATE_TO
102,117,155.6,0.006426,PROXIMATE_TO
103,104,210.9,0.004742,PROXIMATE_TO
103,105,262.7,0.003806,PROXIMATE_TO
103,106,203.1,0.004923,PROXIMATE_TO
103,108,162.0,0.006171,PROXIMATE_TO
103,109,267.2,0.003742,PROXIMATE_TO
103,111,242.0,0.004133,PROXIMATE_TO
103,112,208.9,0.004788,PROXIMATE_TO
103,114,276.5,0.003616,PROXIMATE_TO
103,115,111.0,0.009007,PROXIMATE_TO
103,116,267.2,0.003742,PROXIMATE_TO
103,117,152.0,0.006577,PROXIMATE_TO
103,120,293.9,0.003403,PROXIMATE_TO
104,105,259.2,0.003858,PROXIMATE_TO
104,107,109.4,0.009139,PROXIMATE_TO
104,109,125.5,0.007965,PROXIMATE_TO
104,110,257.5,0.003884,PROXIMATE_TO
104,117,299.3,0.003341,PROXIMATE_TO
105,107,286.1,0.003495,PROXIMATE_TO
105,109,172.4,0.005801,PROXIMATE_TO
105,110,136.4,0.00733,PROXIMATE_TO
105,111,176.2,0.005675,PROXIMATE_TO
105,112,290.8,0.003439,PROXIMATE_TO
105,115,274.3,0.003646,PROXIMATE_TO
105,116,101.6,0.009842,PROXIMATE_TO
105,117,188.3,0.005312,PROXIMATE_TO
105,119,234.9,0.004257,PROXIMATE_TO
105,120,125.9,0.007944,PROXIMATE_TO
106,108,48.8,0.020482,PROXIMATE_TO
106,115,224.1,0.004461,PROXIMATE_TO
107,109,114.1,0.008767,PROXIMATE_TO
107,110,227.8,0.004389,PROXIMATE_TO
108,112,255.8,0.00391,PROXIMATE_TO
108,115,175.3,0.005704,PROXIMATE_TO
108,117,267.3,0.003741,PROXIMATE_TO
109,110,132.7,0.007535,PROXIMATE_TO
109,116,267.4,0.00374,PROXIMATE_TO
109,117,290.3,0.003445,PROXIMATE_TO
109,120,295.3,0.003386,PROXIMATE_TO
110,116,233.3,0.004286,PROXIMATE_TO
110,120,251.5,0.003975,PROXIMATE_TO
111,112,137.6,0.007268,PROXIMATE_TO
111,113,151.3,0.00661,PROXIMATE_TO
111,114,138.3,0.007231,PROXIMATE_TO
111,115,178.4,0.005606,PROXIMATE_TO
111,116,85.6,0.011679,PROXIMATE_TO
111,117,91.0,0.010988,PROXIMATE_TO
111,118,257.5,0.003883,PROXIMATE_TO
111,119,69.9,0.014303,PROXIMATE_TO
111,120,87.8,0.011394,PROXIMATE_TO
112,113,175.9,0.005684,PROXIMATE_TO
112,114,70.3,0.014228,PROXIMATE_TO
112,115,100.6,0.009939,PROXIMATE_TO
112,116,219.0,0.004566,PROXIMATE_TO
112,117,109.3,0.009145,PROXIMATE_TO
112,118,219.1,0.004565,PROXIMATE_TO
112,119,146.6,0.00682,PROXIMATE_TO
112,120,225.3,0.004438,PROXIMATE_TO
113,114,112.3,0.008907,PROXIMATE_TO
113,115,268.9,0.003719,PROXIMATE_TO
113,116,214.9,0.004654,PROXIMATE_TO
113,117,218.8,0.004571,PROXIMATE_TO
113,118,120.5,0.008296,PROXIMATE_TO
113,119,82.7,0.012093,PROXIMATE_TO
113,120,196.3,0.005095,PROXIMATE_TO
114,115,170.4,0.005867,PROXIMATE_TO
114,116,223.6,0.004473,PROXIMATE_TO
114,117,154.6,0.006469,PROXIMATE_TO
114,118,151.7,0.006593,PROXIMATE_TO
114,119,111.9,0.008935,PROXIMATE_TO
114,120,220.0,0.004545,PROXIMATE_TO
115,116,236.2,0.004234,PROXIMATE_TO
115,117,96.3,0.010381,PROXIMATE_TO
115,119,219.3,0.004559,PROXIMATE_TO
115,120,254.4,0.003931,PROXIMATE_TO
116,117,139.8,0.007151,PROXIMATE_TO
116,119,134.8,0.007418,PROXIMATE_TO
116,120,31.1,0.032156,PROXIMATE_TO
117,119,149.2,0.006704,PROXIMATE_TO
117,120,158.8,0.006298,PROXIMATE_TO
118,119,196.3,0.005095,PROXIMATE_TO
119,120,120.6,0.00829,PROXIMATE_TO
121,122,181.7,0.005503,PROXIMATE_TO
121,124,240.5,0.004158,PROXIMATE_TO
121,125,59.2,0.01689,PROXIMATE_TO
121,127,127.0,0.007876,PROXIMATE_TO
121,128,260.9,0.003833,PROXIMATE_TO
121,130,131.1,0.007629,PROXIMATE_TO
122,123,151.0,0.006623,PROXIMATE_TO
122,124,62.3,0.016063,PROXIMATE_TO
122,125,126.0,0.007934,PROXIMATE_TO
122,126,232.5,0.004301,PROXIMATE_TO
122,127,55.2,0.018132,PROXIMATE_TO
122,128,94.5,0.010579,PROXIMATE_TO
122,129,127.5,0.007843,PROXIMATE_TO
122,130,57.9,0.017268,PROXIMATE_TO
123,124,93.1,0.010737,PROXIMATE_TO
123,125,277.0,0.003611,PROXIMATE_TO
123,126,82.7,0.012089,PROXIMATE_TO
123,127,206.1,0.004851,PROXIMATE_TO
123,128,91.7,0.010907,PROXIMATE_TO
123,129,39.6,0.025258,PROXIMATE_TO
123,130,203.4,0.004917,PROXIMATE_TO
124,125,187.0,0.005349,PROXIMATE_TO
124,126,175.9,0.005687,PROXIMATE_TO
124,127,116.2,0.008606,PROXIMATE_TO
124,128,40.5,0.024672,PROXIMATE_TO
124,129,65.5,0.015272,PROXIMATE_TO
124,130,110.5,0.009053,PROXIMATE_TO
125,127,70.9,0.014095,PROXIMATE_TO
125,128,211.7,0.004724,PROXIMATE_TO
125,129,252.4,0.003962,PROXIMATE_TO
125,130,82.7,0.012093,PROXIMATE_TO
126,127,287.5,0.003478,PROXIMATE_TO
126,128,170.5,0.005866,PROXIMATE_TO
126,129,117.3,0.008526,PROXIMATE_TO
126,130,285.9,0.003497,PROXIMATE_TO
127,128,143.3,0.00698,PROXIMATE_TO
127,129,181.7,0.005504,PROXIMATE_TO
127,130,29.3,0.034146,PROXIMATE_TO
128,129,53.3,0.018754,PROXIMATE_TO
128,130,130.2,0.007681,PROXIMATE_TO
129,130,174.5,0.005731,PROXIMATE_TO
131,132,122.8,0.008144,PROXIMATE_TO
131,133,50.5,0.019821,PROXIMATE_TO
131,134,90.8,0.011017,PROXIMATE_TO
131,135,111.9,0.008939,PROXIMATE_TO
131,136,85.8,0.011656,PROXIMATE_TO
131,137,77.9,0.012842,PROXIMATE_TO
131,138,156.0,0.006411,PROXIMATE_TO
131,139,67.4,0.014827,PROXIMATE_TO
131,140,114.5,0.008736,PROXIMATE_TO
131,141,294.7,0.003394,PROXIMATE_TO
131,143,200.5,0.004988,PROXIMATE_TO
131,144,105.5,0.009479,PROXIMATE_TO
131,145,166.3,0.006014,PROXIMATE_TO
131,146,185.7,0.005386,PROXIMATE_TO
131,147,234.1,0.004273,PROXIMATE_TO
131,148,240.9,0.004152,PROXIMATE_TO
131,149,162.9,0.00614,PROXIMATE_TO
131,150,236.9,0.004221,PROXIMATE_TO
132,133,75.7,0.01321,PROXIMATE_TO
132,134,211.1,0.004736,PROXIMATE_TO
132,135,162.7,0.006146,PROXIMATE_TO
132,136,203.3,0.004918,PROXIMATE_TO
132,137,91.6,0.010914,PROXIMATE_TO
132,138,104.4,0.009574,PROXIMATE_TO
132,139,98.0,0.010205,PROXIMATE_TO
132,140,87.2,0.011464,PROXIMATE_TO
132,144,227.7,0.004391,PROXIMATE_TO
132,145,287.9,0.003474,PROXIMATE_TO
132,146,281.2,0.003556,PROXIMATE_TO
132,149,284.7,0.003512,PROXIMATE_TO
133,134,141.2,0.007082,PROXIMATE_TO
133,135,133.4,0.007498,PROXIMATE_TO
133,136,127.6,0.007836,PROXIMATE_TO
133,137,44.0,0.022711,PROXIMATE_TO
133,138,112.6,0.008879,PROXIMATE_TO
133,139,68.3,0.014647,PROXIMATE_TO
133,140,98.7,0.010129,PROXIMATE_TO
133,143,250.9,0.003985,PROXIMATE_TO
133,144,152.9,0.006541,PROXIMATE_TO
133,145,216.5,0.004618,PROXIMATE_TO
133,146,229.5,0.004357,PROXIMATE_TO
133,147,283.2,0.003532,PROXIMATE_TO
133,148,291.2,0.003434,PROXIMATE_TO
133,149,209.5,0.004773,PROXIMATE_TO
133,150,283.3,0.00353,PROXIMATE_TO
134,135,124.3,0.008047,PROXIMATE_TO
134,136,65.9,0.015179,PROXIMATE_TO
134,137,162.6,0.006148,PROXIMATE_TO
134,138,241.5,0.00414,PROXIMATE_TO
134,139,130.1,0.007686,PROXIMATE_TO
134,140,177.7,0.005626,PROXIMATE_TO
134,141,205.2,0.004873,PROXIMATE_TO
134,142,221.8,0.004509,PROXIMATE_TO
134,143,109.8,0.009107,PROXIMATE_TO
134,144,45.7,0.02188,PROXIMATE_TO
134,145,76.9,0.012999,PROXIMATE_TO
134,146,119.0,0.008401,PROXIMATE_TO
134,147,147.3,0.006788,PROXIMATE_TO
134,148,150.3,0.006654,PROXIMATE_TO
134,149,91.5,0.010928,PROXIMATE_TO
134,150,158.7,0.006303,PROXIMATE_TO
135,136,170.4,0.005867,PROXIMATE_TO
135,137,176.3,0.005672,PROXIMATE_TO
135,138,243.1,0.004114,PROXIMATE_TO
135,139,68.5,0.014601,PROXIMATE_TO
135,140,86.1,0.011612,PROXIMATE_TO
135,141,270.8,0.003693,PROXIMATE_TO
135,142,295.3,0.003387,PROXIMATE_TO
135,143,205.8,0.004858,PROXIMATE_TO
135,144,167.0,0.005987,PROXIMATE_TO
135,145,186.5,0.005362,PROXIMATE_TO
135,146,128.3,0.007795,PROXIMATE_TO
135,147,205.4,0.004868,PROXIMATE_TO
135,148,232.1,0.004309,PROXIMATE_TO
135,149,215.4,0.004643,PROXIMATE_TO
135,150,186.9,0.00535,PROXIMATE_TO
136,137,130.4,0.007667,PROXIMATE_TO
136,138,204.1,0.0049,PROXIMATE_TO
136,139,149.2,0.006702,PROXIMATE_TO
136,140,198.2,0.005046,PROXIMATE_TO
136,141,250.8,0.003987,PROXIMATE_TO
136,142,262.2,0.003814,PROXIMATE_TO
136,143,148.1,0.006752,PROXIMATE_TO
136,144,35.9,0.027846,PROXIMATE_TO
136,145,110.4,0.00906,PROXIMATE_TO
136,146,184.5,0.00542,PROXIMATE_TO
136,147,200.9,0.004977,PROXIMATE_TO
136,148,192.3,0.005201,PROXIMATE_TO
136,149,84.5,0.011829,PROXIMATE_TO
136,150,219.7,0.004552,PROXIMATE_TO
137,138,79.0,0.012652,PROXIMATE_TO
137,139,112.3,0.008905,PROXIMATE_TO
137,140,139.8,0.007155,PROXIMATE_TO
137,143,269.4,0.003712,PROXIMATE_TO
137,144,162.2,0.006164,PROXIMATE_TO
137,145,232.9,0.004294,PROXIMATE_TO
137,146,263.5,0.003795,PROXIMATE_TO
137,149,215.0,0.004652,PROXIMATE_TO
138,139,174.9,0.005717,PROXIMATE_TO
138,140,185.1,0.005403,PROXIMATE_TO
138,144,237.9,0.004203,PROXIMATE_TO
138,149,287.5,0.003478,PROXIMATE_TO
139,140,49.4,0.020258,PROXIMATE_TO
139,143,233.9,0.004276,PROXIMATE_TO
139,144,160.6,0.006226,PROXIMATE_TO
139,145,205.5,0.004865,PROXIMATE_TO
139,146,183.4,0.005452,PROXIMATE_TO
139,147,250.6,0.003991,PROXIMATE_TO
139,148,268.3,0.003727,PROXIMATE_TO
139,149,216.9,0.004611,PROXIMATE_TO
139,150,241.1,0.004148,PROXIMATE_TO
140,143,277.9,0.003599,PROXIMATE_TO
140,144,209.9,0.004765,PROXIMATE_TO
140,145,251.7,0.003973,PROXIMATE_TO
140,146,213.7,0.00468,PROXIMATE_TO
140,147,287.6,0.003477,PROXIMATE_TO
140,149,265.8,0.003762,PROXIMATE_TO
140,150,272.3,0.003672,PROXIMATE_TO
141,142,28.3,0.035361,PROXIMATE_TO
141,143,103.2,0.009693,PROXIMATE_TO
141,144,214.9,0.004652,PROXIMATE_TO
141,145,140.7,0.007108,PROXIMATE_TO
141,146,146.2,0.006841,PROXIMATE_TO
141,147,65.4,0.015285,PROXIMATE_TO
141,148,59.0,0.016943,PROXIMATE_TO
141,149,186.1,0.005374,PROXIMATE_TO
141,150,94.3,0.010604,PROXIMATE_TO
142,143,114.6,0.008728,PROXIMATE_TO
142,144,226.4,0.004416,PROXIMATE_TO
142,145,152.1,0.006575,PROXIMATE_TO
