source_district,target_district,best_lag_months,F_stat,p_value,significant,direction
117,116,2,17.4873,0.0,True,117→116
116,119,2,31.2835,0.0,True,116→119
119,116,2,15.353,0.0,True,119→116
116,120,2,24.1259,0.0,True,116→120
120,116,2,17.4463,0.0,True,120→116
117,119,2,33.712,0.0,True,117→119
119,117,2,13.3422,1e-05,True,119→117
117,120,2,37.6416,0.0,True,117→120
120,117,2,16.2544,0.0,True,120→117
118,119,2,32.6912,0.0,True,118→119
119,118,2,22.731,0.0,True,119→118
119,120,2,23.6218,0.0,True,119→120
120,119,2,34.5393,0.0,True,120→119
121,122,2,24.0755,0.0,True,121→122
122,121,2,24.7824,0.0,True,122→121
121,124,2,14.841,0.0,True,121→124
124,121,2,23.5815,0.0,True,124→121
121,125,3,9.3061,4e-05,True,121→125
125,121,2,26.1864,0.0,True,125→121
121,127,2,26.2149,0.0,True,121→127
127,121,2,20.9055,0.0,True,127→121
121,128,2,35.6188,0.0,True,121→128
128,121,2,27.5672,0.0,True,128→121
121,130,2,25.0513,0.0,True,121→130
130,121,2,27.0805,0.0,True,130→121
122,123,2,26.5061,0.0,True,122→123
123,122,2,31.4945,0.0,True,123→122
122,124,2,16.7313,0.0,True,122→124
124,122,2,26.6459,0.0,True,124→122
122,125,2,9.5062,0.00024,True,122→125
125,122,2,23.9001,0.0,True,125→122
122,126,2,17.1142,0.0,True,122→126
126,122,2,27.8102,0.0,True,126→122
122,127,2,24.0712,0.0,True,122→127
127,122,2,28.667,0.0,True,127→122
122,128,2,32.7223,0.0,True,122→128
128,122,2,24.4992,0.0,True,128→122
122,129,2,19.0064,0.0,True,122→129
129,122,2,31.2014,0.0,True,129→122
122,130,2,27.7869,0.0,True,122→130
130,122,2,28.3044,0.0,True,130→122
123,124,2,16.4006,0.0,True,123→124
124,123,2,24.0974,0.0,True,124→123
123,125,4,10.2013,0.0,True,123→125
125,123,2,26.4144,0.0,True,125→123
123,126,2,17.5187,0.0,True,123→126
126,123,2,23.7139,0.0,True,126→123
123,127,2,22.9693,0.0,True,123→127
127,123,2,22.3941,0.0,True,127→123
123,128,2,26.8089,0.0,True,123→128
128,123,2,26.2489,0.0,True,128→123
123,129,2,24.2165,0.0,True,123→129
129,123,2,21.7819,0.0,True,129→123
123,130,2,28.361,0.0,True,123→130
130,123,2,25.2454,0.0,True,130→123
124,125,3,12.9959,0.0,True,124→125
125,124,2,16.6854,0.0,True,125→124
124,126,2,20.1555,0.0,True,124→126
126,124,2,17.0835,0.0,True,126→124
124,127,2,24.4152,0.0,True,124→127
127,124,2,13.3596,1e-05,True,127→124
124,128,2,34.9919,0.0,True,124→128
128,124,2,16.3736,0.0,True,128→124
124,129,2,21.4583,0.0,True,124→129
129,124,2,16.3168,0.0,True,129→124
124,130,2,27.8565,0.0,True,124→130
130,124,2,16.413,0.0,True,130→124
125,127,2,28.3563,0.0,True,125→127
127,125,2,8.108,0.00072,True,127→125
125,128,2,29.6816,0.0,True,125→128
128,125,3,8.5446,8e-05,True,128→125
125,129,2,21.6672,0.0,True,125→129
129,125,2,12.7164,2e-05,True,129→125
125,130,2,24.5387,0.0,True,125→130
130,125,3,9.1253,4e-05,True,130→125
126,127,2,25.7989,0.0,True,126→127
127,126,2,17.2262,0.0,True,127→126
126,128,2,33.3309,0.0,True,126→128
128,126,2,16.7648,0.0,True,128→126
126,129,2,23.8854,0.0,True,126→129
129,126,2,16.3306,0.0,True,129→126
126,130,2,21.5874,0.0,True,126→130
130,126,2,16.3496,0.0,True,130→126
127,128,2,30.7902,0.0,True,127→128
128,127,2,19.6405,0.0,True,128→127
127,129,2,21.7088,0.0,True,127→129
129,127,2,25.4634,0.0,True,129→127
127,130,2,24.9985,0.0,True,127→130
130,127,2,20.2211,0.0,True,130→127
128,129,2,18.0039,0.0,True,128→129
129,128,2,26.3849,0.0,True,129→128
128,130,2,28.6928,0.0,True,128→130
130,128,2,28.9307,0.0,True,130→128
129,130,2,30.6018,0.0,True,129→130
130,129,2,19.9249,0.0,True,130→129
131,132,2,26.07,0.0,True,131→132
132,131,2,19.2509,0.0,True,132→131
131,133,2,19.1476,0.0,True,131→133
133,131,2,25.9571,0.0,True,133→131
131,134,2,29.3011,0.0,True,131→134
134,131,2,21.4266,0.0,True,134→131
131,135,2,26.4435,0.0,True,131→135
135,131,2,24.4929,0.0,True,135→131
131,136,2,15.0842,0.0,True,131→136
136,131,2,24.0963,0.0,True,136→131
131,137,2,24.3929,0.0,True,131→137
137,131,2,21.5262,0.0,True,137→131
131,138,2,61.0377,0.0,True,131→138
138,131,2,23.9582,0.0,True,138→131
131,139,2,35.4145,0.0,True,131→139
139,131,2,21.3859,0.0,True,139→131
131,140,2,19.8663,0.0,True,131→140
140,131,2,20.1083,0.0,True,140→131
131,141,2,25.438,0.0,True,131→141
141,131,2,25.0951,0.0,True,141→131
131,143,2,22.3489,0.0,True,131→143
143,131,2,21.0702,0.0,True,143→131
131,144,2,25.4087,0.0,True,131→144
144,131,2,23.9614,0.0,True,144→131
131,145,2,35.2865,0.0,True,131→145
145,131,2,23.5549,0.0,True,145→131
131,146,2,26.274,0.0,True,131→146
146,131,2,26.863,0.0,True,146→131
131,147,2,23.99,0.0,True,131→147
147,131,2,21.4288,0.0,True,147→131
131,148,2,25.8721,0.0,True,131→148
148,131,2,22.6641,0.0,True,148→131
131,149,2,19.717,0.0,True,131→149
149,131,2,23.0736,0.0,True,149→131
131,150,2,33.0809,0.0,True,131→150
150,131,2,30.3423,0.0,True,150→131
132,133,2,16.7648,0.0,True,132→133
133,132,2,18.7271,0.0,True,133→132
132,134,2,29.1115,0.0,True,132→134
134,132,2,24.4317,0.0,True,134→132
132,135,2,26.5178,0.0,True,132→135
135,132,2,19.744,0.0,True,135→132
132,136,2,16.0368,0.0,True,132→136
136,132,2,30.1681,0.0,True,136→132
132,137,2,26.9764,0.0,True,132→137
137,132,2,25.1915,0.0,True,137→132
132,138,2,53.8623,0.0,True,132→138
138,132,2,19.621,0.0,True,138→132
132,139,2,30.8815,0.0,True,132→139
139,132,2,24.8359,0.0,True,139→132
132,140,2,13.6005,1e-05,True,132→140
140,132,2,23.2286,0.0,True,140→132
132,144,2,15.3174,0.0,True,132→144
144,132,2,26.97,0.0,True,144→132
132,145,2,32.3987,0.0,True,132→145
145,132,2,22.4811,0.0,True,145→132
132,146,2,27.903,0.0,True,132→146
146,132,2,22.99,0.0,True,146→132
132,149,2,17.8565,0.0,True,132→149
149,132,2,26.4362,0.0,True,149→132
133,134,2,30.8969,0.0,True,133→134
134,133,2,13.6462,1e-05,True,134→133
133,135,2,24.4641,0.0,True,133→135
135,133,2,18.2062,0.0,True,135→133
133,136,2,18.2877,0.0,True,133→136
136,133,2,18.0083,0.0,True,136→133
133,137,2,23.999,0.0,True,133→137
137,133,2,16.0782,0.0,True,137→133
133,138,2,47.997,0.0,True,133→138
138,133,2,16.4418,0.0,True,138→133
133,139,2,36.4346,0.0,True,133→139
139,133,2,18.5269,0.0,True,139→133
133,140,2,14.8499,0.0,True,133→140
140,133,2,16.4622,0.0,True,140→133
133,143,2,22.3892,0.0,True,133→143
143,133,2,16.5458,0.0,True,143→133
133,144,2,23.9671,0.0,True,133→144
144,133,2,15.7839,0.0,True,144→133
133,145,2,38.9187,0.0,True,133→145
145,133,2,15.97,0.0,True,145→133
133,146,2,32.34,0.0,True,133→146
146,133,2,16.498,0.0,True,146→133
133,147,2,24.8778,0.0,True,133→147
147,133,2,16.5437,0.0,True,147→133
133,148,4,15.8586,0.0,True,133→148
148,133,2,15.8951,0.0,True,148→133
133,149,2,19.794,0.0,True,133→149
149,133,2,15.5749,0.0,True,149→133
133,150,2,29.3648,0.0,True,133→150
150,133,2,20.3193,0.0,True,150→133
134,135,2,27.0472,0.0,True,134→135
135,134,2,35.1636,0.0,True,135→134
134,136,2,16.1323,0.0,True,134→136
136,134,2,26.6452,0.0,True,136→134
134,137,2,26.7355,0.0,True,134→137
137,134,2,27.1618,0.0,True,137→134
134,138,2,45.7411,0.0,True,134→138
138,134,2,26.8073,0.0,True,138→134
134,139,2,26.0633,0.0,True,134→139
139,134,2,26.1981,0.0,True,139→134
134,140,2,14.8733,0.0,True,134→140
140,134,4,22.5118,0.0,True,140→134
134,141,2,21.7226,0.0,True,134→141
141,134,2,29.0255,0.0,True,141→134
134,142,2,21.0365,0.0,True,134→142
142,134,2,28.5286,0.0,True,142→134
134,143,2,18.6307,0.0,True,134→143
143,134,2,24.9327,0.0,True,143→134
134,144,2,15.9773,0.0,True,134→144
144,134,2,28.4704,0.0,True,144→134
134,145,2,40.5157,0.0,True,134→145
145,134,2,24.8608,0.0,True,145→134
134,146,2,27.3558,0.0,True,134→146
146,134,2,26.6922,0.0,True,146→134
134,147,2,24.4447,0.0,True,134→147
147,134,2,24.8297,0.0,True,147→134
134,148,2,25.3042,0.0,True,134→148
148,134,2,33.2332,0.0,True,148→134
134,149,2,24.7832,0.0,True,134→149
149,134,2,30.7311,0.0,True,149→134
134,150,2,26.4882,0.0,True,134→150
150,134,2,29.3847,0.0,True,150→134
135,136,2,18.4529,0.0,True,135→136
136,135,2,29.0858,0.0,True,136→135
135,137,2,25.6247,0.0,True,135→137
137,135,2,26.263,0.0,True,137→135
135,138,2,48.5235,0.0,True,135→138
138,135,2,25.6447,0.0,True,138→135
135,139,2,25.7079,0.0,True,135→139
139,135,2,26.6467,0.0,True,139→135
135,140,2,11.9104,4e-05,True,135→140
140,135,2,26.3246,0.0,True,140→135
135,141,2,21.8628,0.0,True,135→141
141,135,2,23.9482,0.0,True,141→135
135,142,2,23.7983,0.0,True,135→142
142,135,2,31.5984,0.0,True,142→135
135,143,2,25.2352,0.0,True,135→143
143,135,2,26.6017,0.0,True,143→135
135,144,2,16.1599,0.0,True,135→144
144,135,2,29.3408,0.0,True,144→135
135,145,2,36.7104,0.0,True,135→145
145,135,2,27.955,0.0,True,145→135
135,146,2,28.6894,0.0,True,135→146
146,135,2,27.4045,0.0,True,146→135
135,147,2,25.6433,0.0,True,135→147
147,135,2,26.0601,0.0,True,147→135
135,148,4,14.3421,0.0,True,135→148
148,135,2,31.271,0.0,True,148→135
135,149,2,19.0065,0.0,True,135→149
149,135,2,27.2302,0.0,True,149→135
135,150,2,24.4292,0.0,True,135→150
150,135,2,29.0655,0.0,True,150→135
136,137,2,26.9658,0.0,True,136→137
137,136,2,17.4876,0.0,True,137→136
136,138,2,48.3951,0.0,True,136→138
138,136,2,17.0864,0.0,True,138→136
136,139,2,33.661,0.0,True,136→139
139,136,2,17.7947,0.0,True,139→136
136,140,2,15.6353,0.0,True,136→140
140,136,2,18.9737,0.0,True,140→136
136,141,2,25.7793,0.0,True,136→141
141,136,2,21.1068,0.0,True,141→136
136,142,2,26.4116,0.0,True,136→142
142,136,2,18.0539,0.0,True,142→136
136,143,2,20.375,0.0,True,136→143
143,136,2,20.3261,0.0,True,143→136
136,144,2,19.404,0.0,True,136→144
144,136,2,18.595,0.0,True,144→136
136,145,2,46.6334,0.0,True,136→145
145,136,2,16.67,0.0,True,145→136
136,146,2,27.6718,0.0,True,136→146
146,136,2,20.1296,0.0,True,146→136
136,147,2,22.9109,0.0,True,136→147
147,136,2,22.386,0.0,True,147→136
136,148,2,25.9487,0.0,True,136→148
148,136,2,21.2584,0.0,True,148→136
136,149,2,22.6424,0.0,True,136→149
149,136,2,16.7362,0.0,True,149→136
136,150,2,27.9111,0.0,True,136→150
150,136,2,18.064,0.0,True,150→136
137,138,2,56.3904,0.0,True,137→138
138,137,2,27.8968,0.0,True,138→137
137,139,2,33.0572,0.0,True,137→139
139,137,2,24.5343,0.0,True,139→137
137,140,2,17.4332,0.0,True,137→140
140,137,2,23.8952,0.0,True,140→137
137,143,2,21.0219,0.0,True,137→143
143,137,2,20.957,0.0,True,143→137
137,144,2,23.122,0.0,True,137→144
144,137,2,22.6496,0.0,True,144→137
137,145,2,40.7956,0.0,True,137→145
145,137,2,22.8476,0.0,True,145→137
137,146,2,33.1171,0.0,True,137→146
146,137,2,27.8168,0.0,True,146→137
137,149,2,22.1242,0.0,True,137→149
149,137,2,25.2233,0.0,True,149→137
138,139,2,36.563,0.0,True,138→139
139,138,2,51.4928,0.0,True,139→138
138,140,2,19.1625,0.0,True,138→140
140,138,2,43.4591,0.0,True,140→138
138,144,2,21.0866,0.0,True,138→144
144,138,2,51.9437,0.0,True,144→138
138,149,2,24.616,0.0,True,138→149
149,138,2,53.9993,0.0,True,149→138
139,140,2,17.9416,0.0,True,139→140
140,139,2,27.0379,0.0,True,140→139
139,143,2,22.5556,0.0,True,139→143
143,139,2,33.2748,0.0,True,143→139
139,144,2,24.9309,0.0,True,139→144
144,139,2,27.8521,0.0,True,144→139
139,145,2,42.201,0.0,True,139→145
145,139,2,28.9163,0.0,True,145→139
139,146,2,34.1864,0.0,True,139→146
146,139,2,32.5542,0.0,True,146→139
139,147,2,21.6546,0.0,True,139→147
147,139,2,26.5392,0.0,True,147→139
139,148,2,26.1434,0.0,True,139→148
148,139,2,33.1034,0.0,True,148→139
139,149,2,21.7285,0.0,True,139→149
149,139,2,31.0555,0.0,True,149→139
139,150,2,31.8745,0.0,True,139→150
150,139,2,29.666,0.0,True,150→139
140,143,2,22.4864,0.0,True,140→143
143,140,2,13.4759,1e-05,True,143→140
140,144,2,17.838,0.0,True,140→144
144,140,2,13.1961,2e-05,True,144→140
140,145,2,42.2621,0.0,True,140→145
145,140,2,13.1645,2e-05,True,145→140
140,146,2,29.0438,0.0,True,140→146
146,140,2,16.0583,0.0,True,146→140
140,147,2,24.3151,0.0,True,140→147
147,140,2,14.0208,1e-05,True,147→140
140,149,2,24.1682,0.0,True,140→149
149,140,2,16.935,0.0,True,149→140
140,150,2,26.2325,0.0,True,140→150
150,140,2,14.0266,1e-05,True,150→140
141,142,2,21.448,0.0,True,141→142
142,141,2,20.9199,0.0,True,142→141
141,143,2,22.653,0.0,True,141→143
143,141,2,21.6137,0.0,True,143→141
141,144,2,19.5015,0.0,True,141→144
144,141,2,24.4436,0.0,True,144→141
141,145,2,39.4089,0.0,True,141→145
145,141,2,22.1316,0.0,True,145→141
141,146,2,27.1152,0.0,True,141→146
146,141,2,27.9964,0.0,True,146→141
141,147,2,27.9569,0.0,True,141→147
147,141,2,24.2116,0.0,True,147→141
141,148,4,17.493,0.0,True,141→148
148,141,2,22.4476,0.0,True,148→141
141,149,2,20.1284,0.0,True,141→149
149,141,2,25.436,0.0,True,149→141
141,150,2,27.8781,0.0,True,141→150
150,141,2,24.5748,0.0,True,150→141
142,143,2,23.8163,0.0,True,142→143
143,142,2,22.5509,0.0,True,143→142
142,144,2,18.1391,0.0,True,142→144
144,142,2,25.1424,0.0,True,144→142
142,145,2,41.3242,0.0,True,142→145
145,142,2,21.9588,0.0,True,145→142
142,146,2,30.1933,0.0,True,142→146
146,142,2,23.1712,0.0,True,146→142
142,147,2,25.5089,0.0,True,142→147
147,142,2,24.3448,0.0,True,147→142
142,148,2,28.3629,0.0,True,142→148
148,142,2,22.7598,0.0,True,148→142
142,149,2,24.6658,0.0,True,142→149
149,142,2,21.9024,0.0,True,149→142
142,150,4,23.2479,0.0,True,142→150
150,142,2,23.7018,0.0,True,150→142
143,144,2,17.4228,0.0,True,143→144
144,143,2,21.6796,0.0,True,144→143
143,145,2,44.4343,0.0,True,143→145
145,143,2,19.7815,0.0,True,145→143
143,146,2,25.581,0.0,True,143→146
146,143,2,21.4833,0.0,True,146→143
143,147,2,24.3017,0.0,True,143→147
147,143,2,20.9447,0.0,True,147→143
143,148,2,26.6011,0.0,True,143→148
148,143,2,26.9206,0.0,True,148→143
143,149,2,21.2016,0.0,True,143→149
149,143,2,22.5579,0.0,True,149→143
143,150,2,25.6987,0.0,True,143→150
150,143,2,26.1406,0.0,True,150→143
144,145,2,38.0544,0.0,True,144→145
145,144,2,17.3162,0.0,True,145→144
144,146,2,24.2819,0.0,True,144→146
146,144,2,21.8984,0.0,True,146→144
144,147,2,28.8326,0.0,True,144→147
147,144,2,23.5945,0.0,True,147→144
144,148,2,28.9168,0.0,True,144→148
148,144,2,18.4604,0.0,True,148→144
144,149,2,23.0173,0.0,True,144→149
149,144,2,23.4132,0.0,True,149→144
144,150,2,26.066,0.0,True,144→150
150,144,2,21.2054,0.0,True,150→144
145,146,2,28.0602,0.0,True,145→146
146,145,2,43.393,0.0,True,146→145
145,147,2,20.3502,0.0,True,145→147
147,145,2,34.0765,0.0,True,147→145
145,148,2,25.8204,0.0,True,145→148
148,145,2,43.6856,0.0,True,148→145
145,149,2,22.6635,0.0,True,145→149
149,145,2,36.5731,0.0,True,149→145
145,150,2,29.5366,0.0,True,145→150
150,145,2,37.3014,0.0,True,150→145
146,147,2,25.3172,0.0,True,146→147
147,146,2,25.0995,0.0,True,147→146
146,148,2,27.0287,0.0,True,146→148
148,146,2,26.0946,0.0,True,148→146
146,149,2,24.2884,0.0,True,146→149
149,146,2,32.4872,0.0,True,149→146
146,150,2,28.7477,0.0,True,146→150
150,146,2,27.128,0.0,True,150→146
147,148,2,29.4193,0.0,True,147→148
148,147,2,30.1661,0.0,True,148→147
147,149,2,19.4244,0.0,True,147→149
149,147,2,21.5168,0.0,True,149→147
147,150,2,21.649,0.0,True,147→150
150,147,2,27.0872,0.0,True,150→147
148,149,2,23.7766,0.0,True,148→149
149,148,2,25.35,0.0,True,149→148
148,150,2,30.0434,0.0,True,148→150
150,148,2,31.8752,0.0,True,150→148
149,150,2,31.3188,0.0,True,149→150
150,149,2,25.5127,0.0,True,150→149
