state,district_name,population,literate_pop,working_pop,urban_percentage,literacy_rate,district_id
Madhya Pradesh,Sehore,1078153.0,550637.0,451065.0,18.0,51.1,350
Madhya Pradesh,Seoni,1165988.0,635935.0,568775.0,10.4,54.5,351
Madhya Pradesh,Shahdol,912683.0,435386.0,397054.0,22.2,47.7,352
Madhya Pradesh,Shajapur,810322.0,502774.0,388112.0,17.3,62.0,353
Madhya Pradesh,Sheopur,554148.0,206627.0,226558.0,16.0,37.3,354
Madhya Pradesh,Shivpuri,1388540.0,655402.0,623340.0,17.3,47.2,355
Madhya Pradesh,Sidhi,905072.0,400486.0,370066.0,7.6,44.2,356
Madhya Pradesh,Singrauli,920169.0,356524.0,385102.0,20.9,38.7,357
Madhya Pradesh,Tikamgarh,874274.0,382638.0,408387.0,18.4,43.8,358
Madhya Pradesh,Ujjain,1706960.0,1012715.0,753215.0,38.8,59.3,359
Madhya Pradesh,Umaria,515963.0,247303.0,217537.0,16.1,47.9,360
Madhya Pradesh,Unknown Districts Of India,3583.0,2255.0,874.0,0.0,62.9,361
Madhya Pradesh,Vidisha,1214415.0,607959.0,451610.0,21.4,50.1,362
Maharashtra,Ahmednagar,4014656.0,2580774.0,1848283.0,19.4,64.3,363
Maharashtra,Akola,1632199.0,1135852.0,649171.0,38.4,69.6,364
Maharashtra,Amravati,2604594.0,1855610.0,1094329.0,34.5,71.2,365
Maharashtra,Aurangabad,2907368.0,1776460.0,1182125.0,37.4,61.1,366
Maharashtra,Beed,2159751.0,1240739.0,956826.0,17.9,57.4,367
Maharashtra,Bhandara,1136146.0,770662.0,536885.0,15.5,67.8,368
Maharashtra,Buldhana,2232480.0,1433889.0,1016015.0,21.2,64.2,369
Maharashtra,Chandrapur,2071101.0,1311008.0,930791.0,32.1,63.3,370
Maharashtra,Dhule,1707947.0,1040837.0,737941.0,26.1,60.9,371
Maharashtra,Gadchiroli,970294.0,490121.0,497104.0,6.9,50.5,372
Maharashtra,Gondia,1200707.0,808414.0,579596.0,11.9,67.3,373
Maharashtra,Hingoli,980559.0,540199.0,456648.0,15.0,55.1,374
Maharashtra,Jalgaon,3668990.0,2372659.0,1559446.0,28.7,64.7,375
Maharashtra,Jalna,1604124.0,866293.0,712390.0,19.2,54.0,376
Maharashtra,Kolhapur,3523162.0,2364307.0,1652970.0,29.8,67.1,377
Maharashtra,Latur,2080285.0,1254534.0,840518.0,23.6,60.3,378
Maharashtra,Mumbai,8640419.0,6617264.0,3152509.0,100.0,76.6,379
Maharashtra,Nanded,2860540.0,1614070.0,1197551.0,24.1,56.4,380
Maharashtra,Nandurbar,1308115.0,600445.0,609016.0,15.2,45.9,381
Maharashtra,Nashik,4990688.0,3124601.0,2184293.0,38.8,62.6,382
Maharashtra,Osmanabad,1486586.0,872022.0,653522.0,15.7,58.7,383
Maharashtra,Palghar,1642015.0,902292.0,754305.0,23.1,55.0,384
Maharashtra,Parbhani,1527715.0,842536.0,644752.0,31.8,55.2,385
Maharashtra,Pune,7224579.0,5035002.0,2950842.0,58.0,69.7,386
Maharashtra,Raigad,2207929.0,1458324.0,913995.0,24.2,66.0,387
Maharashtra,Ratnagiri,1693570.0,1093204.0,762232.0,11.2,64.6,388
Maharashtra,Sangli,2579602.0,1715497.0,1216920.0,24.4,66.5,389
Maharashtra,Satara,2793216.0,1897392.0,1298049.0,13.7,67.9,390
Maharashtra,Sindhudurg,868825.0,612919.0,404985.0,9.5,70.5,391
Maharashtra,Solapur,3849543.0,2336825.0,1743041.0,31.8,60.7,392
Maharashtra,Thane,5992940.0,4358688.0,2231003.0,86.6,72.7,393
Maharashtra,Washim,1020822.0,631095.0,455697.0,17.5,61.8,394
Maharashtra,Yavatmal,2444944.0,1528926.0,1114104.0,18.5,62.5,395
Manipur,Bishnupur,209107.0,120281.0,90113.0,35.7,57.5,396
Manipur,Chandel,69257.0,34624.0,31987.0,0.0,50.0,397
Manipur,Churachandpur,174852.0,104022.0,75158.0,0.0,59.5,398
Manipur,Imphal East,349616.0,230542.0,140826.0,29.1,65.9,399
Manipur,Imphal West,435278.0,304641.0,174450.0,56.7,70.0,400
Manipur,Jiribam,37828.0,21022.0,12492.0,17.0,55.6,401
Manipur,Kakching,131754.0,73174.0,72530.0,32.3,55.5,402
Manipur,Kamjong,38533.0,23820.0,21300.0,0.0,61.8,403
Manipur,Kangpokpi,156834.0,80699.0,72045.0,0.0,51.5,404
Manipur,Noney,39321.0,19857.0,18923.0,0.0,50.5,405
Manipur,Pherzawl,39893.0,25275.0,20583.0,0.0,63.4,406
Manipur,Tamenglong,63553.0,33336.0,28393.0,0.0,52.5,407
Manipur,Tengnoupal,49070.0,22836.0,22558.0,30.5,46.5,408
Manipur,Thoubal,229755.0,127590.0,103525.0,38.6,55.5,409
Manipur,Ukhrul,95385.0,60081.0,41854.0,0.0,63.0,410
Manipur,Unknown Districts Of India,38387.0,22595.0,15225.0,0.0,58.9,411
Meghalaya,East Garo Hills,113855.0,50127.0,50305.0,16.0,44.0,412
Meghalaya,East Jaintia Hills,26808.0,10564.0,13016.0,0.0,39.4,413
Meghalaya,East Khasi Hills,635275.0,392878.0,247447.0,43.7,61.8,414
Meghalaya,North Garo Hills,135681.0,69799.0,61458.0,13.0,51.4,415
Meghalaya,Ri Bhoi,190864.0,96649.0,87376.0,6.9,50.6,416
Meghalaya,South Garo Hills,118428.0,53652.0,54755.0,7.3,45.3,417
Meghalaya,South West Garo Hills,133806.0,51400.0,57211.0,0.0,38.4,418
Meghalaya,South West Khasi Hills,83183.0,41579.0,37717.0,0.0,50.0,419
Meghalaya,Unknown Districts Of India,1800.0,947.0,826.0,0.0,52.6,420
Meghalaya,West Garo Hills,369832.0,154891.0,144930.0,15.9,41.9,421
Meghalaya,West Jaintia Hills,236309.0,99600.0,97002.0,10.6,42.1,422
Meghalaya,West Khasi Hills,216906.0,105608.0,94464.0,16.0,48.7,423
Mizoram,Aizawl,303100.0,252169.0,149248.0,81.9,83.2,424
Mizoram,Champhai,58678.0,44428.0,36142.0,45.1,75.7,425
Mizoram,Hnahthial,26831.0,20976.0,16212.0,26.6,78.2,426
Mizoram,Khawzawl,31770.0,23943.0,20238.0,42.0,75.4,427
Mizoram,Kolasib,63242.0,48455.0,33831.0,57.7,76.6,428
Mizoram,Lawngtlai,87592.0,47733.0,41872.0,0.0,54.5,429
Mizoram,Lunglei,108840.0,73901.0,54709.0,46.7,67.9,430
Mizoram,Mamit,62534.0,40750.0,35013.0,17.0,65.2,431
Mizoram,Saiha,47084.0,31853.0,19202.0,42.1,67.7,432
Mizoram,Saitual,34660.0,26587.0,21305.0,0.0,76.7,433
Mizoram,Serchhip,57040.0,45248.0,34862.0,49.3,79.3,434
Mizoram,Unknown Districts Of India,6951.0,5303.0,4373.0,0.0,76.3,435
Nagaland,Dimapur,307676.0,200628.0,102772.0,37.2,65.2,436
Nagaland,Kiphire,103963.0,43397.0,42869.0,0.0,41.7,437
Nagaland,Kohima,219913.0,145592.0,93762.0,35.0,66.2,438
Nagaland,Longleng,121581.0,49070.0,63911.0,0.0,40.4,439
Nagaland,Mokokchung,230461.0,173579.0,108635.0,13.5,75.3,440
Nagaland,Mon,260652.0,92726.0,130848.0,6.4,35.6,441
Nagaland,Noklak,35757.0,13688.0,17016.0,0.0,38.3,442
Nagaland,Peren,90525.0,50684.0,41439.0,0.0,56.0,443
Nagaland,Phek,148195.0,85562.0,71398.0,8.7,57.7,444
Nagaland,Tuensang,148406.0,71691.0,58901.0,20.1,48.3,445
Nagaland,Unknown Districts Of India,1000.0,305.0,530.0,0.0,30.5,446
Nagaland,Wokha,161223.0,112198.0,56254.0,23.3,69.6,447
Nagaland,Zunheboto,153712.0,89139.0,56788.0,15.0,58.0,448
Odisha,Anugul,1139807.0,671369.0,453516.0,13.9,58.9,449
Odisha,Balangir,1331877.0,634195.0,557650.0,11.6,47.6,450
Odisha,Baleshwar,1998480.0,1202589.0,637510.0,10.0,60.2,451
Odisha,Bargarh,1346336.0,749820.0,593530.0,7.7,55.7,452
Odisha,Bhadrak,1325978.0,837385.0,382956.0,10.6,63.2,453
Odisha,Boudh,373372.0,180321.0,170761.0,4.8,48.3,454
Odisha,Cuttack,2333935.0,1569514.0,791462.0,27.4,67.2,455
Odisha,Deogarh,273365.0,139684.0,125798.0,7.4,51.1,456
Odisha,Dhenkanal,1068363.0,640448.0,356728.0,8.7,59.9,457
Odisha,Gajapati,518691.0,175800.0,275469.0,10.2,33.9,458
Odisha,Ganjam,3158385.0,1630506.0,1305155.0,17.6,51.6,459
Odisha,Jagatsinghapur,1057891.0,738041.0,330133.0,9.9,69.8,460
Odisha,Jajapur,1623657.0,1004117.0,446322.0,4.5,61.8,461
Odisha,Jharsuguda,514853.0,315561.0,192287.0,36.1,61.3,462
Odisha,Kalahandi,1335493.0,513383.0,620949.0,7.5,38.4,463
Odisha,Kandhamal,648201.0,279705.0,306209.0,6.8,43.2,464
Odisha,Kendrapara,1299776.0,864391.0,387738.0,5.7,66.5,465
Odisha,Kendujhar,1561990.0,780918.0,621226.0,13.6,50.0,466
Odisha,Khordha,1853988.0,1295874.0,567224.0,42.9,69.9,467
Odisha,Koraput,1180637.0,350044.0,570435.0,16.8,29.6,468
Odisha,Malkangiri,505258.0,127142.0,248037.0,6.9,25.2,469
Odisha,Mayurbhanj,2211702.0,958356.0,1023400.0,6.8,43.3,470
Odisha,Nabarangpur,1018658.0,283958.0,503904.0,5.8,27.9,471
Odisha,Nayagarh,864516.0,529840.0,288053.0,4.3,61.3,472
Odisha,Nuapada,530118.0,187345.0,244111.0,5.7,35.3,473
Odisha,Puri,1501073.0,1023461.0,450021.0,13.6,68.2,474
Odisha,Rayagada,831109.0,247829.0,399184.0,13.9,29.8,475
Odisha,Sambalpur,925711.0,539089.0,416890.0,27.0,58.2,476
Odisha,Sonepur,541835.0,291931.0,236980.0,7.4,53.9,477
Odisha,Sundargarh,1789440.0,986694.0,726901.0,32.9,55.1,478
Odisha,Unknown Districts Of India,3949.0,2952.0,1167.0,0.0,74.8,479
Puducherry,Karaikal,170791.0,122266.0,57497.0,43.6,71.6,480
Puducherry,Mahe,36828.0,31140.0,9292.0,100.0,84.6,481
Puducherry,Pondicherry,712139.0,505333.0,257930.0,67.8,71.0,482
Puducherry,Yanam,31394.0,19861.0,9903.0,100.0,63.3,483
Punjab,Amritsar,2157020.0,1314899.0,763452.0,51.5,61.0,484
Punjab,Barnala,526931.0,275441.0,234184.0,30.5,52.3,485
Punjab,Bathinda,1183295.0,632570.0,500667.0,29.7,53.5,486
Punjab,Faridkot,550892.0,295618.0,209754.0,35.1,53.7,487
Punjab,Fatehgarh Sahib,538041.0,347364.0,206139.0,28.1,64.6,488
Punjab,Fazilka,907293.0,466691.0,342074.0,24.8,51.4,489
Punjab,Ferozepur,838570.0,436503.0,306530.0,27.0,52.1,490
Punjab,Gurdaspur,1476672.0,908926.0,483025.0,21.7,61.6,491
Punjab,Hoshiarpur,1480027.0,1049899.0,513171.0,19.7,70.9,492
Punjab,Jalandhar,1961254.0,1351043.0,676417.0,47.4,68.9,493
Punjab,Kapurthala,754521.0,487554.0,262741.0,32.7,64.6,494
Punjab,Ludhiana,3032831.0,2036278.0,1149638.0,55.8,67.1,495
Punjab,Malerkotla,382988.0,218828.0,143666.0,35.3,57.1,496
Punjab,Mansa,688758.0,310632.0,281491.0,20.7,45.1,497
Punjab,Moga,894854.0,494525.0,358763.0,20.0,55.3,498
Punjab,Pathankot,622005.0,433086.0,215943.0,34.6,69.6,499
Punjab,Patiala,1619346.0,978866.0,596956.0,35.8,60.4,500
Punjab,Rupnagar,627484.0,415609.0,247024.0,22.5,66.2,501
Punjab,S.A.S Nagar,687666.0,468367.0,264245.0,40.8,68.1,502
Punjab,Sangrur,1086771.0,545342.0,435073.0,26.6,50.2,503
Punjab,Shahid Bhagat Singh Nagar,587468.0,394429.0,263698.0,13.8,67.1,504
Punjab,Sri Muktsar Sahib,777493.0,391658.0,309572.0,25.5,50.4,505
Punjab,Tarn Taran,939301.0,479179.0,348820.0,12.0,51.0,506
Punjab,Unknown Districts Of India,3853.0,2500.0,1951.0,0.0,64.9,507
Rajasthan,Ajmer,2172404.0,1163663.0,853487.0,40.0,53.6,508
Rajasthan,Alwar,2935168.0,1455925.0,1434579.0,14.0,49.6,509
Rajasthan,Banswara,1420601.0,511640.0,666207.0,7.6,36.0,510
Rajasthan,Baran,1013141.0,490247.0,433713.0,17.0,48.4,511
Rajasthan,Barmer,1964835.0,902027.0,919729.0,7.4,45.9,512
Rajasthan,Bharatpur,2100020.0,1063057.0,852405.0,19.5,50.6,513
Rajasthan,Bhilwara,1993177.0,824802.0,934542.0,19.4,41.4,514
Rajasthan,Bikaner,1902474.0,874734.0,783899.0,33.6,46.0,515
Rajasthan,Bundi,962620.0,437773.0,456937.0,18.7,45.5,516
Rajasthan,Chittorgarh,1330360.0,599022.0,675964.0,17.8,45.0,517
Rajasthan,Churu,1721048.0,937181.0,739135.0,30.0,54.5,518
Rajasthan,Dausa,1323002.0,653158.0,546008.0,10.3,49.4,519
Rajasthan,Dholpur,983258.0,458782.0,429314.0,18.0,46.7,520
Rajasthan,Dungarpur,1107643.0,425440.0,531376.0,7.3,38.4,521
Rajasthan,Ganganagar,1789025.0,965155.0,719690.0,25.3,53.9,522
Rajasthan,Hanumangarh,1518005.0,795660.0,628311.0,20.0,52.4,523
Rajasthan,Jaipur,4799267.0,2740564.0,1720703.0,44.6,57.1,524
Rajasthan,Jaisalmer,508247.0,201960.0,211687.0,15.0,39.7,525
Rajasthan,Jhalawar,1179921.0,556384.0,554612.0,14.3,47.2,526
Rajasthan,Jhunjhunu,1913689.0,1152872.0,760910.0,20.6,60.2,527
Rajasthan,Jodhpur,2886505.0,1319879.0,1105009.0,33.9,45.7,528
Rajasthan,Karauli,1205888.0,606994.0,481424.0,14.3,50.3,529
Rajasthan,Kota,1523246.0,943508.0,525654.0,54.5,61.9,530
Rajasthan,Nagaur,2775058.0,1287921.0,1129514.0,17.2,46.4,531
Rajasthan,Pali,1820251.0,806297.0,724883.0,21.5,44.3,532
Rajasthan,Pratapgarh,706807.0,272178.0,370769.0,8.8,38.5,533
Rajasthan,Rajsamand,983067.0,447870.0,399678.0,13.1,45.6,534
Rajasthan,Sawai Madhopur,1116987.0,515865.0,469141.0,19.0,46.2,535
Rajasthan,Sikar,2285961.0,1315985.0,887298.0,20.7,57.6,536
Rajasthan,Tonk,1211671.0,513474.0,532682.0,20.9,42.4,537
Rajasthan,Udaipur,2481822.0,1209915.0,1028550.0,19.3,48.8,538
Rajasthan,Unknown Districts Of India,31230.0,18735.0,10028.0,89.0,60.0,539
Sikkim,East District,192572.0,122332.0,95520.0,20.0,63.5,540
Sikkim,North District,48231.0,28027.0,26621.0,2.6,58.1,541
Sikkim,South District,131311.0,74531.0,69570.0,3.0,56.8,542
Sikkim,Unknown Districts Of India,207.0,71.0,137.0,0.0,34.3,543
Sikkim,West District,123237.0,60613.0,53273.0,1.5,49.2,544
Tamil Nadu,Ariyalur,695524.0,388605.0,345891.0,11.4,55.9,545
Tamil Nadu,Chengalpattu,1546768.0,1049109.0,606748.0,53.6,67.8,546
Tamil Nadu,Chennai,5646288.0,4333285.0,1931743.0,99.1,76.7,547
Tamil Nadu,Coimbatore,2924675.0,2061419.0,1296124.0,71.2,70.5,548
Tamil Nadu,Cuddalore,2285395.0,1420488.0,973066.0,33.0,62.2,549
Tamil Nadu,Dharmapuri,1294073.0,676844.0,659869.0,15.0,52.3,550
Tamil Nadu,Dindigul,1914304.0,1176053.0,969554.0,35.2,61.4,551
Tamil Nadu,Erode,2007980.0,1184296.0,1093324.0,49.3,59.0,552
Tamil Nadu,Kallakurichi,1128717.0,570268.0,588371.0,12.7,50.5,553
Tamil Nadu,Kanchipuram,859372.0,550583.0,369752.0,39.3,64.1,554
Tamil Nadu,Kanniyakumari,1676034.0,1308322.0,548056.0,65.3,78.1,555
Tamil Nadu,Karur,930064.0,563966.0,493084.0,33.5,60.6,556
Tamil Nadu,Krishnagiri,1549484.0,831712.0,748112.0,16.9,53.7,557
Tamil Nadu,Madurai,2573969.0,1773921.0,1086701.0,56.1,68.9,558
Tamil Nadu,Mayiladuthurai,845623.0,562771.0,323387.0,19.8,66.6,559
Tamil Nadu,Nagapattinam,643216.0,433809.0,263347.0,25.3,67.4,560
Tamil Nadu,Namakkal,1493462.0,903802.0,842640.0,36.5,60.5,561
Tamil Nadu,Perambalur,493646.0,286197.0,265707.0,16.0,58.0,562
Tamil Nadu,Pudukkottai,1456667.0,905638.0,676802.0,17.1,62.2,563
Tamil Nadu,Ramanathapuram,1196153.0,762471.0,525700.0,26.0,63.7,564
Tamil Nadu,Ranipet,1052652.0,680675.0,435247.0,36.0,64.7,565
Tamil Nadu,Salem,3008642.0,1730819.0,1450567.0,46.2,57.5,566
Tamil Nadu,Sivaganga,1154290.0,735197.0,514588.0,28.7,63.7,567
Tamil Nadu,Tenkasi,1290760.0,800136.0,666364.0,39.8,62.0,568
Tamil Nadu,Thanjavur,2216706.0,1477540.0,896148.0,34.1,66.7,569
Tamil Nadu,The Nilgiris,740850.0,526127.0,336960.0,58.5,71.0,570
Tamil Nadu,Theni,1092494.0,690145.0,522157.0,54.0,63.2,571
Tamil Nadu,Thiruvallur,1791531.0,1134959.0,712923.0,33.8,63.4,572
Tamil Nadu,Thiruvarur,1168206.0,787408.0,490328.0,20.3,67.4,573
Tamil Nadu,Tiruchirappalli,2417660.0,1672940.0,1064245.0,47.1,69.2,574
Tamil Nadu,Tirunelveli,1429080.0,1026494.0,612408.0,55.6,71.8,575
Tamil Nadu,Tirupathur,1028246.0,609182.0,431476.0,31.6,59.2,576
Tamil Nadu,Tiruppur,1897250.0,1209796.0,1004366.0,50.8,63.8,577
Tamil Nadu,Tiruvannamalai,2185417.0,1296645.0,1064584.0,18.3,59.3,578
Tamil Nadu,Tuticorin,1563984.0,1125455.0,675342.0,42.5,72.0,579
Tamil Nadu,Unknown Districts Of India,55546.0,37543.0,21952.0,6.5,67.6,580
Tamil Nadu,Vellore,1363851.0,892684.0,547260.0,44.3,65.5,581
Tamil Nadu,Villupuram,1799822.0,1059018.0,844979.0,15.1,58.8,582
Tamil Nadu,Virudhunagar,1720534.0,1117296.0,867179.0,44.7,64.9,583
Telangana,Adilabad,608018.0,284313.0,284933.0,21.3,46.8,584
Telangana,Bhadradri Kothagudem,992027.0,502521.0,435866.0,31.5,50.7,585
Telangana,Hanumakonda,148947.0,68516.0,76438.0,0.0,46.0,586
Telangana,Hyderabad,217326.0,154013.0,69733.0,100.0,70.9,587
Telangana,Jagitial,904973.0,386358.0,498252.0,15.4,42.7,588
Telangana,Jayashankar Bhupalapally,113754.0,39769.0,62195.0,0.0,35.0,589
Telangana,Jogulamba Gadwal,518412.0,165448.0,287366.0,10.3,31.9,590
Telangana,Kamareddy,877811.0,348683.0,446473.0,7.3,39.7,591
Telangana,Karimnagar,903127.0,482962.0,412448.0,24.2,53.5,592
Telangana,Khammam,1270845.0,642498.0,634308.0,14.9,50.6,593
Telangana,Kumuram Bheem Asifabad,452197.0,174481.0,202100.0,17.5,38.6,594
Telangana,Mahabubabad,77262.0,31193.0,40711.0,0.0,40.4,595
Telangana,Mahabubnagar,781202.0,335462.0,376838.0,21.7,42.9,596
Telangana,Mancherial,805466.0,391847.0,304826.0,41.6,48.6,597
Telangana,Medak,706727.0,272944.0,363115.0,5.9,38.6,598
Telangana,Medchal Malkajgiri,295484.0,163381.0,122923.0,6.2,55.3,599
Telangana,Mulugu,52590.0,22311.0,29325.0,0.0,42.4,600
Telangana,Nagarkurnool,752968.0,284114.0,398499.0,3.5,37.7,601
Telangana,Nalgonda,1466669.0,712151.0,705867.0,17.8,48.6,602
Telangana,Narayanpet,495568.0,159986.0,261540.0,7.6,32.3,603
Telangana,Nirmal,622322.0,261548.0,331389.0,18.7,42.0,604
Telangana,Nizamabad,1454849.0,690523.0,706373.0,24.8,47.5,605
Telangana,Peddapalli,745252.0,374735.0,302865.0,34.3,50.3,606
Telangana,Rajanna Sircilla,511057.0,232565.0,275257.0,12.8,45.5,607
Telangana,Ranga Reddy,1474572.0,745156.0,660337.0,34.2,50.5,608
Telangana,Sangareddy,1230376.0,557576.0,552197.0,19.5,45.3,609
Telangana,Siddipet,837190.0,380459.0,441490.0,7.4,45.4,610
Telangana,Suryapet,1030931.0,496562.0,521419.0,9.2,48.2,611
Telangana,Unknown Districts Of India,3625443.0,2488219.0,1055863.0,99.6,68.6,612
Telangana,Vikarabad,828664.0,330339.0,413283.0,12.1,39.9,613
Telangana,Wanaparthy,499702.0,185741.0,260324.0,10.0,37.2,614
Telangana,Yadadri Bhuvanagiri,742157.0,382155.0,363726.0,10.5,51.5,615
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,191920.0,84039.0,100808.0,11.4,43.8,616
The Dadra And Nagar Haveli And Daman And Diu,Daman,113989.0,81433.0,58929.0,31.4,71.4,617
The Dadra And Nagar Haveli And Daman And Diu,Diu,44215.0,26167.0,13862.0,48.8,59.2,618
Tripura,Dhalai,302725.0,154218.0,125161.0,4.5,50.9,619
Tripura,Gomati,388999.0,227020.0,162238.0,8.4,58.4,620
Tripura,Khowai,293602.0,195334.0,113333.0,12.7,66.5,621
Tripura,North Tripura,348239.0,217379.0,105778.0,8.8,62.4,622
Tripura,Sepahijala,426541.0,257719.0,145304.0,4.6,60.4,623
Tripura,South Tripura,378063.0,232146.0,141347.0,5.7,61.4,624
Tripura,Unakoti,234664.0,147959.0,85230.0,13.6,63.1,625
Tripura,Unknown Districts Of India,7734.0,3397.0,3620.0,0.0,43.9,626
Tripura,West Tripura,655913.0,465992.0,227703.0,34.4,71.0,627
Uttar Pradesh,Agra,3621702.0,1853685.0,984610.0,43.3,51.2,628
Uttar Pradesh,Aligarh,2992286.0,1420604.0,916298.0,28.9,47.5,629
Uttar Pradesh,Ambedkar Nagar,1988074.0,936808.0,665279.0,9.1,47.1,630
Uttar Pradesh,Amethi,1557120.0,624359.0,541473.0,3.3,40.1,631
Uttar Pradesh,Amroha,1499068.0,592056.0,478103.0,24.6,39.5,632
Uttar Pradesh,Auraiya,1179993.0,680440.0,388260.0,14.3,57.7,633
Uttar Pradesh,Ayodhya,2088381.0,960078.0,823504.0,13.5,46.0,634
Uttar Pradesh,Azamgarh,3939916.0,1790357.0,1199842.0,7.5,45.4,635
Uttar Pradesh,Baghpat,1163991.0,615873.0,380310.0,19.7,52.9,636
Uttar Pradesh,Bahraich,2699085.0,776409.0,959534.0,8.8,28.8,637
Uttar Pradesh,Ballia,2760667.0,1298326.0,794093.0,9.8,47.0,638
Uttar Pradesh,Balrampur,1681805.0,464541.0,713853.0,8.1,27.6,639
Uttar Pradesh,Banda,1501602.0,654082.0,602493.0,16.3,43.6,640
Uttar Pradesh,Barabanki,2673581.0,1023004.0,983751.0,9.3,38.3,641
Uttar Pradesh,Bareilly,3618589.0,1387124.0,1095081.0,32.9,38.3,642
Uttar Pradesh,Basti,2082756.0,879914.0,734443.0,5.6,42.2,643
Uttar Pradesh,Bhadohi,1353705.0,625404.0,388634.0,12.8,46.2,644
Uttar Pradesh,Bijnor,3131363.0,1461104.0,884394.0,24.3,46.7,645
Uttar Pradesh,Budaun,2628674.0,820090.0,775784.0,19.6,31.2,646
Uttar Pradesh,Bulandshahr,3009860.0,1455822.0,1202483.0,22.6,48.4,647
Uttar Pradesh,Chandauli,1636052.0,783843.0,524606.0,10.6,47.9,648
Uttar Pradesh,Chitrakoot,801695.0,409734.0,340707.0,9.5,51.1,649
Uttar Pradesh,Deoria,2714179.0,1288877.0,774674.0,9.9,47.5,650
Uttar Pradesh,Etah,1531645.0,729927.0,429692.0,15.1,47.7,651
Uttar Pradesh,Etawah,1338871.0,766407.0,368609.0,23.0,57.2,652
Uttar Pradesh,Farrukhabad,1570408.0,780747.0,462853.0,21.7,49.7,653
Uttar Pradesh,Fatehpur,2302403.0,1059306.0,867924.0,10.3,46.0,654
Uttar Pradesh,Firozabad,2008827.0,1039945.0,546257.0,29.2,51.8,655
Uttar Pradesh,Gautam Buddha Nagar,1034663.0,589987.0,315607.0,42.7,57.0,656
Uttar Pradesh,Ghaziabad,2009613.0,1233522.0,566318.0,68.1,61.4,657
Uttar Pradesh,Ghazipur,3037582.0,1444871.0,953512.0,7.7,47.6,658
Uttar Pradesh,Gonda,2765279.0,949290.0,938924.0,7.0,34.3,659
Uttar Pradesh,Gorakhpur,3768647.0,1798328.0,1136124.0,19.6,47.7,660
Uttar Pradesh,Hamirpur,993792.0,469761.0,387399.0,17.5,47.3,661
Uttar Pradesh,Hapur,1129140.0,578871.0,331432.0,28.2,51.3,662
Uttar Pradesh,Hardoi,3398118.0,1420100.0,1097609.0,12.0,41.8,663
Uttar Pradesh,Hathras,1336031.0,675483.0,391970.0,19.8,50.6,664
Uttar Pradesh,Jalaun,1454452.0,782033.0,522881.0,23.4,53.8,665
Uttar Pradesh,Jaunpur,3911679.0,1871674.0,1215515.0,7.4,47.8,666
Uttar Pradesh,Jhansi,1710757.0,941104.0,634710.0,41.6,55.0,667
Uttar Pradesh,Kannauj,1388923.0,698434.0,457591.0,16.7,50.3,668
Uttar Pradesh,Kanpur Dehat,1563336.0,852350.0,513211.0,6.9,54.5,669
Uttar Pradesh,Kanpur Nagar,4167999.0,2659833.0,1247833.0,67.1,63.8,670
Uttar Pradesh,Kasganj,1228705.0,477261.0,364138.0,20.6,38.8,671
Uttar Pradesh,Kaushambi,1291993.0,481173.0,506401.0,7.1,37.2,672
Uttar Pradesh,Kheri,3206443.0,1244251.0,1007975.0,10.8,38.8,673
Uttar Pradesh,Kushi Nagar,2891667.0,1082222.0,989351.0,4.6,37.4,674
Uttar Pradesh,Lalitpur,977734.0,384491.0,422365.0,14.5,39.3,675
Uttar Pradesh,Lucknow,3613763.0,2111625.0,1075358.0,64.2,58.4,676
Uttar Pradesh,Maharajganj,2167020.0,798992.0,847034.0,5.1,36.9,677
Uttar Pradesh,Mahoba,758379.0,326507.0,321073.0,20.4,43.1,678
Uttar Pradesh,Mainpuri,1596718.0,842119.0,439198.0,14.6,52.7,679
Uttar Pradesh,Mathura,2074516.0,1025566.0,770918.0,28.3,49.4,680
Uttar Pradesh,Mau,1853001.0,919413.0,598980.0,19.4,49.6,681
Uttar Pradesh,Meerut,2971583.0,1593027.0,888032.0,48.9,53.6,682
Uttar Pradesh,Mirzapur,2074709.0,917960.0,697799.0,13.8,44.2,683
Uttar Pradesh,Moradabad,2467942.0,940715.0,715343.0,32.8,38.1,684
Uttar Pradesh,Muzaffarnagar,2401420.0,1206965.0,813410.0,23.7,50.3,685
Uttar Pradesh,Pilibhit,1727822.0,688719.0,486176.0,17.0,39.9,686
Uttar Pradesh,Pratapgarh,2731174.0,1278271.0,915786.0,5.3,46.8,687
Uttar Pradesh,Prayagraj,4937266.0,2507525.0,1671681.0,24.4,50.8,688
Uttar Pradesh,Rae Bareli,2468147.0,1116280.0,870911.0,10.1,45.2,689
Uttar Pradesh,Rampur,1921945.0,590948.0,544007.0,25.0,30.7,690
Uttar Pradesh,Saharanpur,2821149.0,1406040.0,796131.0,26.5,49.8,691
Uttar Pradesh,Sambhal,1781757.0,521292.0,612465.0,22.2,29.3,692
Uttar Pradesh,Sant Kabeer Nagar,1420226.0,573384.0,489070.0,7.1,40.4,693
Uttar Pradesh,Shahjahanpur,2464605.0,973157.0,704455.0,21.3,39.5,694
Uttar Pradesh,Shamli,1141942.0,531564.0,359743.0,29.3,46.5,695
Uttar Pradesh,Shravasti,855949.0,207021.0,370168.0,3.9,24.2,696
Uttar Pradesh,Siddharth Nagar,2008659.0,664626.0,767728.0,3.9,33.1,697
