Country,State,Year,City Name,Location Name,"Number Of Monitoring Days (UOM:Number), Scaling Factor:1","Minimum Concentration Of Nitrogen Dioxide (No2) (24-Hourly Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Maximum Concentration Of Nitrogen Dioxide (No2) (24-Hourly Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Concentration Of Nitrogen Dioxide (No2) (Annual Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1"
India,Kerala,"Calendar Year (Jan - Dec), 2014",Pathanamthitta,"KSPCB, Makkamkunnu",118.0,11.0,13.0,12.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Thiruvananthapuram,PETTAH / Sasthamangalam,108.0,18.0,27.0,22.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Thiruvananthapuram,PRS Hospital/COSMO,111.0,19.0,28.0,23.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Thiruvananthapuram,SMV School,107.0,21.0,33.0,25.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Thiruvananthapuram,VELI / HiTech Chackai,108.0,16.0,22.0,20.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Thissur,"KSPCB, District Office, Poonkunnam",114.0,5.0,26.0,11.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Wayanad,Sulthan Bathery,119.0,5.0,5.0,5.0
India,Ladakh,"Calendar Year (Jan - Dec), 2014",Jammu,Bari Brahamana Industrial Area,1.268642117156055602200,0.153111979656765331300,0.481209078921262469800,0.306223959313530662600
India,Ladakh,"Calendar Year (Jan - Dec), 2014",Jammu,"M.A. Stadium, Jewel Chowk",1.246768977205089126300,0.098429129779349141550,0.503082218872228945700,0.284350819362564186700
India,Ladakh,"Calendar Year (Jan - Dec), 2014",Jammu,"Regional Office, Jammu",1.443627236763787409400,0.098429129779349141550,0.459335938970295993900,0.262477679411597710800
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Bhopal,C E T P Govindpura,90.0,5.0,49.0,21.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",73.0,5.0,49.0,22.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Bhopal,"Nutan Subhash School, T.T. Nagar",85.0,5.0,46.0,21.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Dewas,Dewas Metal Section,52.0,18.0,26.0,21.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Dewas,EID Perry (I) Limited,56.0,19.0,25.0,21.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Dewas,Vikas Nagar,51.0,17.0,25.0,21.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Gwalior,Dindayal Nagar,59.0,11.0,28.0,15.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Gwalior,Maharaj Bada,63.0,13.0,30.0,18.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Indore,"Kothari Market, M.G. Road",88.0,19.0,20.0,20.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Indore,"M.P. Laghu Udyog, Pologround",101.0,19.0,20.0,20.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Indore,"Telephone Nagar, 26 A, Kanadia Road",106.0,19.0,20.0,20.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Jabalpur,Vijay Nagar,83.0,18.0,28.0,23.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Nagda,B C I Labour Club,93.0,17.0,40.0,27.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Nagda,Chem. D. Labour Club,82.0,11.0,30.0,19.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Nagda,Grasim Kalyan Kendra,77.0,16.0,35.0,23.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Sagar,Pt.Deendayal Nagar,81.0,5.0,28.0,15.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Satna,"MPPCB,Dharwari GaliNo.5,House No.318",51.0,5.0,8.0,6.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Satna,Subdivisional Office E/M Light Machniery,48.0,5.0,10.0,7.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Ujjain,Chamunda Mata Chouraha,66.0,11.0,18.0,15.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Ujjain,District Office,69.0,13.0,23.0,18.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Ujjain,Mahakal Temple,73.0,9.0,17.0,14.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Ujjain,Regional Office,60.0,6.0,13.0,10.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Akola,"College Of Engineering & Tech, Akola",89.0,7.0,13.0,10.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Akola,"LRT Commerce College, Civil Lines, Akola",92.0,7.0,11.0,8.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Akola,"MIDC Water Work, PhashII, MIDC Akola",91.0,8.0,14.0,11.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Amravati,"Apurva Oil Industries, A23, MIDC",84.0,10.0,18.0,14.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Amravati,"Elect. Dept., Govt College Engineering",84.0,9.0,15.0,12.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Amravati,"Rajkamal Square, Vaneeta Samaj",90.0,10.0,20.0,14.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Aurangabad,"C.A.D.A. Ofiice, Garkheda",101.0,26.0,77.0,40.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Aurangabad,Collector Ofiice,97.0,22.0,56.0,34.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Aurangabad,S.B.E.S. College,105.0,23.0,81.0,42.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Badlapur,BIWA Office,95.0,26.0,127.0,58.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Chandrapur,"Gadchandur Gram Panchayat, Rajura",96.0,4.5,90.0,29.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Chandrapur,Grampanchat Ghughus,100.0,4.5,72.0,18.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Chandrapur,M.I.D.C. Chandrapur,63.0,8.0,95.0,29.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Chandrapur,"MIDC, Tadali",94.0,4.5,63.0,19.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Chandrapur,"Muncipal Council, Ballarshah",71.0,7.0,119.0,51.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Chandrapur,Nagar Parishad,296.0,4.5,117.0,24.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Dombivali/Ambernath,Ambernath Municipal Council Office,94.0,25.0,243.0,73.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Dombivali/Ambernath,Dombivali MIDC PhaseII,95.0,27.0,247.0,81.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Jalgaon,B. J. Market,102.0,24.0,51.0,41.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Jalgaon,Girna water tank,103.0,17.0,49.0,39.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Jalgaon,MIDC Jalgaon,104.0,32.0,57.0,47.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Jalna,"Bachat Bhawan, Near S P Office",95.0,21.0,36.0,29.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Jalna,"Krishidhan Seeds Ltd, MIDC Area",92.0,19.0,39.0,31.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Kolhapur,"Mahadwar Road, Near Mahalaxmi Temple",99.0,14.0,61.0,38.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Kolhapur,"Ruikar Trust, S.T. Stand",92.0,17.0,83.0,50.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Kolhapur,"University Campus, Shivaji University",104.0,11.0,33.0,22.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Latur,Kshewraj Vidyalaya Shyam nagar,95.0,9.0,31.0,16.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Latur,MIDC Water Works,104.0,9.0,32.0,15.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Latur,Sidhheshwar Sahakari Bank Ganjgolai,97.0,10.0,31.0,17.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Lote,MIDC Chalkewadi,96.0,9.0,12.0,11.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Lote,"Pump House, CETP",92.0,8.0,12.0,11.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Mumbai,"Bank of India, Kalbadevi Branch, Kalbadevi",72.0,5.0,54.0,17.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Mumbai,"Parel TT, Ambedkar Road",76.0,5.0,55.0,19.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Mumbai,Worli,88.0,5.0,58.0,22.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Nagpur,"Govt. Polytechnic College, Sadar",103.0,18.0,62.0,32.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Nagpur,Institution of Engineers,105.0,19.0,73.0,32.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Nagpur,"MIDC Industrial Area, MIDC Office, Hingna",64.0,5.0,75.0,23.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Nagpur,MIDC Office Hingana Road,104.0,18.0,62.0,33.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Nagpur,"MPCB Office Premises, Civil Lines",299.0,16.0,45.0,26.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Nagpur,"NEERI Lab, Nehru Marg, Highway No. 7",72.0,5.0,42.0,11.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Nagpur,"Nagpur Coop Building, Maskasath, Itwari",92.0,5.0,78.0,17.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Nanded,Ganesh Nagar,97.0,15.0,46.0,26.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Nanded,"Industrial Area, MIDC, CIDCO",96.0,31.0,91.0,79.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Nanded,"Mutha Chowk, Vazirabad",94.0,17.0,44.0,31.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Nashik,"MPCB Sub R.O. Udyog Bhawan, Nashik",312.0,16.0,44.0,26.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Nashik,Nashik Municipal Council Building,104.0,16.0,44.0,26.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Nashik,R.T.O. Colony Tank,103.0,18.0,52.0,27.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Nashik,"VIP Industrial Area, MIDC Satpura",105.0,15.0,40.0,26.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Navi Mumbai,CIDCO Nodal Office Kharghar,90.0,17.0,54.0,38.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Navi Mumbai,"Dr. D.Y. Patil College, Nerul, TTC",96.0,21.0,52.0,38.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Navi Mumbai,"MIDC Collom Facility Building, Taloja",96.0,25.0,61.0,43.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Navi Mumbai,"MPCB Lab, Mhape, TTC",91.0,22.0,60.0,40.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",83.0,23.0,61.0,40.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Navi Mumbai,"Water Pump House, Panvel, Taloja",97.0,15.0,57.0,38.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",PimpriChinchwad,"Bank of Baroda Builing, Near PimpriChinchwad M.C Builiding",293.0,16.0,95.0,41.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Pune,"Maratha Chamber of commerce, Bhosari",100.0,16.0,83.0,39.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Pune,State Electricity Board BLDG Nalstop,96.0,15.0,92.0,46.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Pune,Swargate Police Chawki,99.0,16.0,105.0,50.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Sangli,Krishna Valley School,96.0,19.0,96.0,43.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Sangli,Sangli Miraj Primary school Building,95.0,19.0,110.0,48.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Sangli,"Udyog bhavan / SRO, MPCB Sangli",95.0,15.0,92.0,43.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Solapur,Voronoko School / Chitale Clinic,103.0,31.0,38.0,35.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Solapur,WIT Campus,105.0,23.0,37.0,34.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Thane,"Kolshet and Balkum, Thane West",97.0,38.0,76.0,58.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Thane,"Maternity Hospital, Dhobighat, Thane East",95.0,39.0,76.0,61.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Thane,"Shahu Market,Naupada, Thane West",98.0,45.0,75.0,62.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Ulhasnagar,"Octroi Naka, PawaiChowk, Vithalwadi",95.0,26.0,177.0,67.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Ulhasnagar,Smt. C. H. M. College Campus,96.0,19.0,118.0,45.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2014",Byrnihat,"EPIP, RiBhoi district",70.0,14.0,30.0,20.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2014",Dawki,"Terrace building,Jaintia Hills District",91.0,5.0,17.0,12.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2014",Nongstoin,"Office Premises of E.E, PHED, Nongstoin Division",92.0,5.0,11.0,10.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2014",Shillong,"Boards Office Permises, Lumpyngngad",102.0,5.0,7.0,5.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2014",Shillong,State Tuberculosis Hospital,90.0,8.0,26.0,16.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2014",Tura,"PHED, Araimille, West Garo Hills District",79.0,5.0,5.0,5.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2014",khliehriat,"O/o BDO, C & R.D. BlockKhliehriat",85.0,5.0,6.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2014",Aizawl,Bawngkawn,104.0,5.0,15.0,9.0
India,Mizoram,"Calendar Year (Jan - Dec), 2014",Aizawl,"Dawrpui Y.M.A, Building, Dawrpui",104.0,5.0,36.0,13.0
India,Mizoram,"Calendar Year (Jan - Dec), 2014",Aizawl,"Khatla, M.GRoad, Mizoram SPCB",104.0,5.0,7.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2014",Aizawl,Laipuitlang,104.0,5.0,5.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2014",Aizawl,"Lengpui Airport, Model Veng, Lengpui",104.0,5.0,6.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2014",Champhai,"D.T.O Office Building, Kahrawt veng",104.0,5.0,5.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2014",Champhai,"Lalzidinga building, Vengthlang",102.0,5.0,5.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2014",Kolasib,"H. Lalthuama Building, Project Veng",104.0,5.0,5.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2014",Kolasib,"Synod Bookroom, Building Diakkawn",103.0,5.0,5.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2014",Lunglei,"K.Lalliantluanga, Chanmari I, Lunglei",105.0,5.0,5.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2014",Lunglei,"Thangkhuma Building, Salem Veng",102.0,5.0,5.0,5.0
India,Nagaland,"Calendar Year (Jan - Dec), 2014",Dimapur,Bank Colony,96.0,5.0,8.0,5.0
India,Nagaland,"Calendar Year (Jan - Dec), 2014",Dimapur,Dhobinala,95.0,5.0,8.0,5.0
India,Nagaland,"Calendar Year (Jan - Dec), 2014",Kohima,Opposite NST Office,98.0,5.0,5.0,5.0
India,Nagaland,"Calendar Year (Jan - Dec), 2014",Kohima,Opposite War Cemetery,98.0,5.0,5.0,5.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Angul,Industrial Estate,104.0,13.0,31.0,23.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Angul,NALCO Township,104.0,12.0,31.0,22.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Balasore,DIC office,61.0,10.5,14.0,12.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Balasore,Rasalpur near Balgopalpur I/A,53.0,10.0,16.0,13.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Balasore,Sahadevkhunta,102.0,10.0,15.0,12.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Berhampur,Regional Office Orissa SPCB,104.0,12.0,24.0,17.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Bhubneshwar,Capital Police Station,74.0,9.0,52.0,21.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Bhubneshwar,Chandrashekharpur,45.0,11.0,26.0,16.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Bhubneshwar,IRC Village,37.0,10.0,30.0,17.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Bhubneshwar,Office Premises Bhubaneswar,77.0,11.0,40.0,20.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Bhubneshwar,"Patrapara, Khandagiri",52.0,9.0,48.0,17.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Cuttack,P.H.D Office Barabati,101.0,24.0,41.0,31.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Cuttack,"R.O. Cuttack Office, Surya Vihar",102.0,21.0,37.0,27.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Cuttack,"Roof of Traffic Tower, Badambadi",102.0,15.0,47.0,32.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Jharsuguda,R. O Building Cox colony,38.0,16.0,24.0,19.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Kalinga Nagar,Over the Guest House of M/s NINL,104.0,9.0,11.0,10.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Kalinga Nagar,Roof of RO OFFICE BUILDING,61.0,9.0,10.0,10.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",104.0,10.0,12.0,10.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Konark,Konark Police Station,85.0,5.0,22.0,13.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Paradeep,On roof of PPL Gueest,96.0,10.0,14.0,11.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Paradeep,On roof of PPT Staff Quarter,97.0,11.0,17.0,13.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Paradeep,On roof of STP building IFFCO,97.0,7.0,13.0,11.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Puri,Sadar police station,66.0,9.0,37.0,17.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Puri,"TOWN POLICE STATION, PURI",64.0,10.0,25.0,14.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Rayagada,"LPS High School, Jaykaypur",104.0,14.0,26.0,21.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Rayagada,Regional Office Orissa SPCB,104.0,13.0,29.0,20.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Rourkela,"DISIR, Rajgangpur",61.0,4.5,17.0,12.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Rourkela,"IDL Police Outpost, Sonaparbat",70.0,9.0,11.0,10.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Rourkela,"Regional Office, ORPB",70.0,6.0,25.0,12.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Sambalpur,"Filter Plant, PHD Office, Modipara",110.0,13.0,19.0,16.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Talcher,Coal Field Area,103.0,20.0,27.0,24.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Talcher,T.T.P.S.Colony,103.0,18.0,27.0,24.0
India,Puducherry,"Calendar Year (Jan - Dec), 2014",Karaikal,B.Ed College,45.0,5.0,28.0,9.0
India,Puducherry,"Calendar Year (Jan - Dec), 2014",Karaikal,PPCL,49.0,7.0,20.0,13.0
India,Puducherry,"Calendar Year (Jan - Dec), 2014",Karaikal,Tourist home,46.0,6.0,31.0,14.0
India,Puducherry,"Calendar Year (Jan - Dec), 2014",Puducherry,Chamber Of Commerce,89.0,9.0,16.0,12.0
India,Puducherry,"Calendar Year (Jan - Dec), 2014",Puducherry,"DSTC Office Upstairs, AnnaNagar",80.0,10.0,15.0,12.0
India,Puducherry,"Calendar Year (Jan - Dec), 2014",Puducherry,PIPDIC Ind. Estate Mettupalayam,88.0,11.0,17.0,14.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Amritsar,"A1,Platers",68.0,33.0,66.0,40.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Amritsar,R.O. Focal Point,86.0,33.0,50.0,41.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Bhatinda,"Bathinda Milk Producers, Dabwali Road",109.0,10.0,27.0,17.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Dera Bassi,"Punjab Chem and Crop Protection, Bhanakarpur Rd",128.0,10.0,36.0,16.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Dera Bassi,"Winsome Yarns Ltd., Barwala Road",128.0,10.0,35.0,15.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Faridkot,Basti Himmatpura,71.0,10.0,17.0,12.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Gobindgarh,"Modi Oil and General Mills, Mandi",129.0,29.0,44.0,37.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Gobindgarh,"Raj Steel Rolling Mills, Mandi",132.0,23.0,44.0,35.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Gobindgarh,"United Rolling Mills, Mandi Gobindgarh",130.0,27.0,45.0,37.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Hoshiarpur,Hoshiarpur,59.0,9.0,22.0,14.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Jalandhar,Focal Point,91.0,24.0,33.0,28.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Jalandhar,Municipal Council Tubewell No. 27,120.0,20.0,29.0,25.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Jalandhar,"Punjab Maltex , Kapurthala Road",129.0,23.0,32.0,28.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Jalandhar,Regional Office,100.0,20.0,28.0,24.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Khanna,"AS School, Khanna",123.0,15.0,51.0,23.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Khanna,"Markfed Vanaspati, Khanna",129.0,13.0,34.0,22.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Ludhiana,Bharat Nagar Chowk,128.0,14.0,33.0,27.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Ludhiana,"Ludhiana Coop. Milk Producer, Ferozpur Rd",119.0,11.0,33.0,22.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Ludhiana,"Nahar Spining Mlls, Dholewal Chawk",129.0,22.0,78.0,29.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Ludhiana,"PPCB Office Building, Vishavkarma Chowk",132.0,15.0,34.0,26.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Naya Nangal,"M/s NFL Guest House,Naya Nangal",124.0,10.0,22.0,12.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Naya Nangal,Punjab Alkalis & Chemicals Ltd,106.0,10.0,22.0,12.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Pathankot/Dera Baba,CPYTE Building,118.0,11.0,23.0,13.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Patiala,"Ceylon Industries, Factory Area, Patiala",118.0,10.0,20.0,14.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Patiala,"Fire Brigade Station, Bahera Road, Patiala",119.0,10.0,19.0,14.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Rasulpur,Rasulpur,36.0,7.0,15.0,12.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Sangrur,Gurdwara Gangsar Sahib,131.0,10.0,18.0,12.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Alwar,Gaurav Solvex Ltd. MIA,104.0,17.0,27.0,24.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Alwar,"RIICO Pump House, MIA",103.0,17.0,55.0,24.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Alwar,Rajasthan State Pollution Control Board,104.0,16.0,27.0,20.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Jaipur,Ajmeri Gate,102.0,23.0,90.0,41.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Jaipur,"District Education Officer, Chandpole",87.0,22.0,76.0,42.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Jaipur,"RIICO Office, M.I.A.",98.0,21.0,56.0,39.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Jaipur,"RJPB Office,Jhalana Doongari",98.0,21.0,876.0,48.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Jaipur,"RSPCB, Vidyadhar Nagar",112.0,21.0,64.0,44.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Jaipur,VKIA,118.0,24.0,63.0,44.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Jodhpur,"Basni Industrial Area, RIICO Office",39.0,17.0,68.0,30.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Jodhpur,"DIC Office, Industrial Estate",40.0,21.0,62.0,33.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Jodhpur,Maha Mandir Police Thane,39.0,13.0,39.0,27.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Jodhpur,"Office of Housing Board, Chopasani Road",39.0,16.0,53.0,28.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Jodhpur,Shastri Nagar Police Thana,38.0,17.0,65.0,33.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Jodhpur,Sojati Gate,40.0,19.0,63.0,35.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Kota,Municipal Corporation Building,105.0,29.0,47.0,34.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Kota,"Regional Office, RJPB, Anantpura",105.0,31.0,53.0,38.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Kota,Samcore Glass Ltd.,105.0,28.0,43.0,35.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Udaipur,Ambamata,95.0,20.0,39.0,26.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Udaipur,"Regional Office,MIA",102.0,25.0,85.0,35.0
