Country,State,Year,City Name,Location Name,"Number Of Monitoring Days (UOM:Number), Scaling Factor:1","Minimum Concentration Of Sulphur Dioxide (So2) (24-Hourly Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Maximum Concentration Of Sulphur Dioxide (So2) (24-Hourly Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Concentration Of Sulphur Dioxide (So2) (Annual Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1"
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2023",Port Blair,,,,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Amaravati,,,,,14.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Anantapur,,,,,10.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Chittoor,,,,,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Kadapa,,,,,4.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Kakinada,,,,,8.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Kurnool,,,,,7.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Rajahmundry/ Rajamahendravaram,,,,,10.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Srikakulam,,,,,9.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Tirupati,,,,,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Vijayawada,,,,,6.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Visakhapatnam,,,,,11.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Vizianagaram,,,,,9.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2023",Naharlagun,,,,,
India,Assam,"Calendar Year (Jan - Dec), 2023",Bongaigaon,,,,,5.0
India,Assam,"Calendar Year (Jan - Dec), 2023",Brynihat,,,,,33.0
India,Assam,"Calendar Year (Jan - Dec), 2023",Guwahati,,,,,13.0
India,Assam,"Calendar Year (Jan - Dec), 2023",Nagaon,,,,,11.0
India,Assam,"Calendar Year (Jan - Dec), 2023",Nalbari,,,,,6.0
India,Assam,"Calendar Year (Jan - Dec), 2023",Silcher,,,,,6.0
India,Assam,"Calendar Year (Jan - Dec), 2023",Sivasagar,,,,,4.0
India,Assam,"Calendar Year (Jan - Dec), 2023",Tinsukia,,,,,6.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Araria,,,,,15.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Arrah,,,,,10.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Aurangabad,,,,,12.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Begusarai,,,,,18.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Bettiah,,,,,9.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Bhagalpur,,,,,17.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Bihar Sharif,,,,,10.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Chhapra,,,,,17.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Gaya,,,,,12.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Hajipur,,,,,6.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Katihar,,,,,14.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Kishanganj,,,,,12.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Manguraha,,,,,5.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Motihari,,,,,7.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Munger,,,,,20.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Muzaffarpur,,,,,13.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Patna,,,,,8.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Purnia,,,,,9.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Rajgir,,,,,5.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Saharsa,,,,,16.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Samastipur,,,,,14.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Sasaram,,,,,18.0
India,Bihar,"Calendar Year (Jan - Dec), 2023",Siwan,,,,,13.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2023",Chandigarh,,,,,6.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Bilaspur,,,,,10.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Chhal,,,,,15.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Durg Bhillainagar,,,,,11.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Korba,,,,,8.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Kunjemura,,,,,9.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Milupara,,,,,9.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Raigarh,,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Raipur,,,,,9.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Tumidh,,,,,9.0
India,Delhi,"Calendar Year (Jan - Dec), 2023",Delhi,,,,,8.0
India,Goa,"Calendar Year (Jan - Dec), 2023",Mapusa,,,,,3.0
India,Goa,"Calendar Year (Jan - Dec), 2023",Panaji,,,,,3.0
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Ahmedabad,,,,,12.0
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Ankleshwar,,,,,31.0
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Gandhinagar,,,,,7.0
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Nandesari,,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Rajkot,,,,,14.0
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Surat,,,,,16.0
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Vadodara,,,,,14.0
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Vapi,,,,,25.0
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Vatva,,,,,8.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Ambala,,,,,10.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Bahadurgarh,,,,,9.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Ballabgarh,,,,,11.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Bhiwani,,,,,11.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Charkhi Dadri,,,,,9.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Dharuhera,,,,,7.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Faridabad,,,,,15.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Fatehabad,,,,,7.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Gurgaon,,,,,12.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Hissar,,,,,14.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Jind,,,,,8.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Kaithal,,,,,14.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Karnal,,,,,22.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Kurukshetra,,,,,10.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Mandikhera,,,,,19.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Manesar,,,,,10.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Narnaul,,,,,13.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Palwal,,,,,9.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Panchukula Urban Estate,,,,,10.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Panipat,,,,,11.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Rohtak,,,,,9.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Sirsa,,,,,13.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Sonipat,,,,,17.0
India,Haryana,"Calendar Year (Jan - Dec), 2023",Yamuna Nagar,,,,,16.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Baddi,,,,,24.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Damtal,,,,,2.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Dharamshala,,,,,2.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Kala Amb,,,,,4.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Manali,,,,,2.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Nalagarh,,,,,2.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Parwanoo,,,,,2.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Poanta Sahib,,,,,4.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Shimla,,,,,2.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Sunder Nagar,,,,,2.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Una,,,,,2.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Vashisht,,,,,2.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2023",Jammu,,,,,2.934380580147100572300
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2023",Ramban (J),,,,,
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2023",Srinagar (K),,,,,10.759395460539368765100
India,Jharkhand,"Calendar Year (Jan - Dec), 2023",Dhanbad,,,,,25.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2023",Jamshedpur,,,,,34.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2023",Jorapokhar,,,,,23.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2023",Ranchi,,,,,17.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Bagalkote,,,,,12.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Bangalore,,,,,6.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Belgaum,,,,,15.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Bidar,,,,,17.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Bijapur / Vijayapura,,,,,4.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Chamarajanagar,,,,,3.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Chikkaballapur,,,,,14.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Chikkamagaluru,,,,,4.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Devanagere,,,,,4.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Gadag,,,,,24.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Gulbarga / Kalaburgi,,,,,11.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Hassan,,,,,17.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Haveri,,,,,12.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Hubli Dharwad,,,,,5.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Kolar,,,,,61.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Koppal,,,,,20.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Madikeri,,,,,8.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Mandya,,,,,2.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Mangalore,,,,,16.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Mysore,,,,,4.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Raichur,,,,,34.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Ramanagara,,,,,21.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Shimaga / Shivamogga,,,,,4.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Tumkuru,,,,,6.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Udupi,,,,,26.0
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Yadgir,,,,,14.0
India,Kerala,"Calendar Year (Jan - Dec), 2023",Alappuzha,,,,,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2023",Eloor,,,,,5.0
India,Kerala,"Calendar Year (Jan - Dec), 2023",Kannur,,,,,7.0
India,Kerala,"Calendar Year (Jan - Dec), 2023",Kochi,,,,,16.0
India,Kerala,"Calendar Year (Jan - Dec), 2023",Kollam,,,,,6.0
India,Kerala,"Calendar Year (Jan - Dec), 2023",Kottayam,,,,,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2023",Kozhikode,,,,,5.0
India,Kerala,"Calendar Year (Jan - Dec), 2023",Mallappuram,,,,,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2023",Palakkad,,,,,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2023",Pathanamthitta,,,,,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2023",Thiruvanantapuram,,,,,5.0
India,Kerala,"Calendar Year (Jan - Dec), 2023",Thrissur,,,,,4.0
India,Kerala,"Calendar Year (Jan - Dec), 2023",Wayanad,,,,,2.0
India,Ladakh,"Calendar Year (Jan - Dec), 2023",Jammu,,,,,0.065619419852899427700
India,Ladakh,"Calendar Year (Jan - Dec), 2023",Ramban (J),,,,,
India,Ladakh,"Calendar Year (Jan - Dec), 2023",Srinagar (K),,,,,0.240604539460631234900
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Amlai,,,,,12.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Bhopal,,,,,13.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Chindwara,,,,,4.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Damoh,,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Dewas,,,,,20.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Gwalior,,,,,20.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Indore,,,,,13.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Jabalpur,,,,,8.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Katni,,,,,12.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Maihar,,,,,10.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Mandideep,,,,,29.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Pithampur,,,,,12.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Ratlam,,,,,17.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Sagar,,,,,5.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Satna,,,,,5.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Singrauli,,,,,34.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Ujjain,,,,,9.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Ahmednagar,,,,,11.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Akola,,,,,11.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Amravati,,,,,12.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Aurangabad,,,,,14.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Badlapur,,,,,15.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Belapur,,,,,3.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Bhiwandi,,,,,22.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Boisar,,,,,18.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Chandrapur,,,,,14.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Dhule,,,,,10.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Dombivali / Kalyan,,,,,19.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Jalgaon,,,,,11.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Jalna,,,,,7.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Kolhapur,,,,,9.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Latur,,,,,7.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Mahad,,,,,26.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Malegao,,,,,7.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Mira Bhayander,,,,,5.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Mumbai,,,,,18.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Nagpur,,,,,13.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Nanded,,,,,16.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Nashik,,,,,5.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Navi Mumbai,,,,,19.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Parbhani,,,,,20.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Pimpri Chinchwad,,,,,11.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Pune,,,,,40.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Roha,,,,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Sangli,,,,,8.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Solapur,,,,,22.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Tarapur,,,,,20.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Thane,,,,,21.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Ulhas Nagar,,,,,17.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Vasai virar,,,,,7.0
India,Manipur,"Calendar Year (Jan - Dec), 2023",Imphal,,,,,48.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",Byraihat,,,,,16.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",Dawki,,,,,7.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",Khlihriat,,,,,6.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",Nongstoin,,,,,6.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",Shillong,,,,,18.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",Tura,,,,,3.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",Umsning,,,,,7.0
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Aizwal,,,,,2.0
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Champhai,,,,,2.0
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Kolasib,,,,,2.0
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Lawngtlai,,,,,2.0
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Lunglei,,,,,2.0
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Mamit,,,,,2.0
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Serchhip,,,,,2.0
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Siaha,,,,,2.0
India,Nagaland,"Calendar Year (Jan - Dec), 2023",Dimapur,,,,,2.0
India,Nagaland,"Calendar Year (Jan - Dec), 2023",Kohima,,,,,27.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Angul,,,,,24.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Balasore,,,,,7.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Baripada,,,,,5.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Bhubaneshwar,,,,,4.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Bileipada,,,,,18.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Brajrajnagar,,,,,21.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Cuttack,,,,,7.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Jharsuguda,,,,,9.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Keonjhar,,,,,6.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Konark,,,,,2.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Nayagarh,,,,,3.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Paradeep,,,,,15.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Puri,,,,,2.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Rairangpur,,,,,9.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Rourkela,,,,,8.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Sambalpur,,,,,8.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Suakati,,,,,11.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Talcher,,,,,25.0
India,Odisha,"Calendar Year (Jan - Dec), 2023",Tensa,,,,,11.0
India,Puducherry,"Calendar Year (Jan - Dec), 2023",Karaikal,,,,,2.0
India,Puducherry,"Calendar Year (Jan - Dec), 2023",Pondicherry,,,,,7.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Amritsar,,,,,15.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Aspal Khurd (Tapa),,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Barnala,,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Batala,,,,,7.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Bhatinda,,,,,12.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Changal (Sangrur),,,,,5.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Dera Baba Nanak,,,,,5.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Dera Bassi,,,,,7.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Faridkot,,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Fatehpur (Samana),,,,,5.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Fazilka,,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Gurdaspur,,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Guru Ki Dhab (Kotkapura),,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Jaito Sarja (Batala),,,,,7.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Jalandhar,,,,,10.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Khanna,,,,,12.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Kharaori (Sirhind),,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Kotladoom (Ajnala),,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Lakho ke Behram (Ferozpur),,,,,
India,Punjab,"Calendar Year (Jan - Dec), 2023",Ludhiana,,,,,11.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Malerkota,,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Mandi Gobindgarh,,,,,15.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Moga,,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Mohali,,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Mrar Kalan (Muktsar),,,,,5.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Mukandpur (Nawashahar),,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Mureedke (Batala),,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Naudhrani (Malerkotla),,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Naya Nangal,,,,,5.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Patiala,,,,,8.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Peer Mohammad (Jalalabad),,,,,
India,Punjab,"Calendar Year (Jan - Dec), 2023",Poohli (Bhatinda),,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Qila Bharian (Sangrur),,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Rakhra (Patiala),,,,,5.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Rohila (Samrala),,,,,7.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Rupnagar,,,,,5.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",SBS nagar,,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Sirhind,,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Taran-Tarn,,,,,6.0
India,Punjab,"Calendar Year (Jan - Dec), 2023",Tirathpur (Amritsar I),,,,,7.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Ajmer,,,,,14.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Alwar,,,,,15.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Banswara,,,,,6.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Baran,,,,,6.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Barmer,,,,,5.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Bharatpur,,,,,8.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Bhilwara,,,,,7.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Bhiwadi,,,,,14.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Bikaner,,,,,4.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Bundi,,,,,3.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Chittorgargh,,,,,8.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Churu,,,,,5.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Dausa,,,,,4.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Dholpur,,,,,7.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Dungarpur,,,,,4.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Hanumangarh,,,,,6.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Jaipur,,,,,9.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Jaisalmer,,,,,4.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Jalore,,,,,5.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Jhalawar,,,,,5.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Jhunjhunu,,,,,4.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Jodhpur,,,,,7.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Karauli,,,,,7.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Kota,,,,,9.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Nagaur,,,,,4.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Pali,,,,,10.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Pratapgarh,,,,,3.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Rajasmand,,,,,3.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Sawai Madhopur,,,,,9.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Sikar,,,,,3.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Sirohi,,,,,5.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Sri Ganganagar,,,,,3.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Tonk,,,,,4.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Udaipur,,,,,8.0
India,Sikkim,"Calendar Year (Jan - Dec), 2023",Gangtok,,,,,30.0
India,Sikkim,"Calendar Year (Jan - Dec), 2023",Mangan,,,,,3.0
India,Sikkim,"Calendar Year (Jan - Dec), 2023",Namchi,,,,,5.0
