Country,State,Year,City Name,Location Name,"Number Of Monitoring Days (UOM:Number), Scaling Factor:1","Minimum Concentration Of Sulphur Dioxide (So2) (24-Hourly Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Maximum Concentration Of Sulphur Dioxide (So2) (24-Hourly Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Concentration Of Sulphur Dioxide (So2) (Annual Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1"
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Kurnool,"Mourya Inn, Krishna Nagar",,4.0,19.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Kurnool,"Pump House, Venkataramana Colony",,4.0,20.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Kurnool,Rajvihar Circle,,5.0,16.0,6.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Nellore,Chandramouli nagar,,4.0,5.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Nellore,"D. No.15471, James Garden, Venkata Ramapuram, Nellore, SPSR Nellore District",,4.0,5.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Nellore,"Dr.P.V. Rama chandra Reddy Hospital, Brindavnam",,4.0,5.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Nellore,"Venkatareddy Nagar, Vedayapalem",,4.0,12.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Ongole,"APIIC, Administrative Office, Growth Centre, Gundlapalli",,4.0,11.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Ongole,Near Court Center,,4.0,6.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Ongole,Ongole Municipal Corporation,,4.0,6.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Ongole,Prakasam Milk Product Compay,,4.0,6.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Rajahmundry,"APEPDCL, Circle Office Godavari Gattu",,5.0,16.0,8.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Rajahmundry,"GAIL Administrative Office, A.V. Apparao Road",,5.0,11.0,8.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Rajahmundry,"Staff Clud Building, A.P. Paper Mill",,5.0,14.0,9.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Srikakulam,"APIIC, Kushalapuram",,5.0,13.0,7.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Srikakulam,District cooparative office at SKLM Old Bridge,,5.0,12.0,7.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Srikakulam,"Muncipal corporation Office, Old Bustand",,5.0,13.0,7.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Srikakulam,"SAMKRG Pistons Quarters Bulding, Near IDA, Pydibhimavaram",,5.0,14.0,7.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Tirupati,"APPCBRegional Office, 1st Floor, APSFC Building, NT road",,4.0,12.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Tirupati,"Municipal Office, Tilak Road",,4.0,7.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Tirupati,"Regional Science Centre, Chittoor Bypass",,4.0,5.0,4.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Tirupati,"Sri Venkateswara Guest House (TTD SV Rest House), Near APSRTC Bus Stand",,4.0,6.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vijaywada,"A.P. Pollution Control Board, plot no. 41, Sri Kanakadurga Officers colony, Gurunank Road",,4.0,6.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vijaywada,"APIIC, IALA, IDA, Kondaplli",,4.0,6.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vijaywada,Autonagar,,4.0,6.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vijaywada,Benz Circle,,4.0,7.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vijaywada,"Gram Panchayat Office, Yenamalakuduru",,4.0,13.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vijaywada,"Indian Medical Association Hall,Eluru Road, Governorpet",,4.0,6.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vijaywada,"NTR Veterinary college of sciences, Gannavaram",,4.0,5.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vijaywada,Police Control Room,,4.0,12.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vijaywada,"VR Siddhartha Engineering college , Kanuru",,4.0,12.0,5.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vishakhapatnam,"CWMP, RAMKY, Parawada",,5.0,20.0,8.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vishakhapatnam,Ganapuram Area,,5.0,15.0,9.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vishakhapatnam,"Industrial Estate, Marripalem",,5.0,15.0,9.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vishakhapatnam,MVP Raitu Bajar,,5.0,14.0,7.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vishakhapatnam,"Panchayat Raj office, Mindi",,5.0,14.0,8.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vishakhapatnam,"Pedagantyada (V), Gajuwada (M)",,5.0,17.0,7.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vishakhapatnam,Police Barracks,,5.0,18.0,9.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vishakhapatnam,Seethammadhara,,5.0,15.0,7.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vizianagaram,"APIIC Building, VT Agraharam,Industrial area",,5.0,17.0,8.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vizianagaram,"Industrial Growth Centre, APIIC Building at IDA Bobbili",,5.0,12.0,7.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vizianagaram,Muncipal Kaspa High School,,5.0,15.0,8.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Vizianagaram,Municipal Office,,5.0,13.0,7.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Bongaigaon,Barpara Office Building,,3.0,10.0,4.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Bongaigaon,"Oil India Ltd. PS6, Chirang",,3.0,11.0,4.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Daranga,"BATAD, Sandoop Jhankar town of Bhutan, Baska",,5.0,9.0,6.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Dibrugarh,Dibrugarh Office Building,,4.0,8.0,5.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Golaghat,Golaghat Office Building,,4.0,8.0,6.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Guwahati,"Boragaon, IASST, Kamrup",,4.0,9.0,6.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Guwahati,"Guwahati University, Kamrup",,3.0,8.0,6.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Guwahati,"Head Office, Bamunimaidam",,5.0,13.0,8.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Guwahati,"ITI Building, Gopinath Nagar",,4.0,10.0,6.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Guwahati,"Khanapara, Central Dairy, Kamrup",,4.0,8.0,6.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Guwahati,"Near Pragjyotish College, Santipur",,4.0,9.0,6.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Margherita,Coal India Office,,4.0,8.0,6.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Nagaon,"Water Resources Div., Christian Patty, Nagaon College",,3.0,8.0,6.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Nalbari,"PWD Rural Div Office Complex, near Gordon Boy's GS School",,5.0,7.0,6.0
India,Assam,"Calendar Year (Jan - Dec), 2020",North Lakhimpur,"Bazar Patti, North Lakhimpur Town",,4.0,7.0,5.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Patna,"Beltron Bhawan, Shastri Nagar",,2.0,7.0,3.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Patna,"Gandhi Maidan, Auto Exhaust Test Centre (Parivesh Bhawan)",,2.0,12.0,3.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Silchar,"Govt. Boys HS School, Janiganj",,5.0,10.0,7.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Silchar,"RLO, Ithkola Market, Ghaniwala Road",,4.0,10.0,7.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Sivasagar,Sibasagar Office Building,,4.0,8.0,5.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Sivasagar,"Usha Lodge, near ONGCL Colony",,4.0,8.0,6.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Tezpur,Tezpur Office Building,,4.0,9.0,6.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Tinsukia,"Digboi Carbon factory Campus, Borguri",,4.0,8.0,5.0
India,Assam,"Calendar Year (Jan - Dec), 2020",Tinsukia,"Shreepuria, Borguri",,4.0,8.0,6.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Chandigarh,Kaimbwala Village,,2.0,2.0,2.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Chandigarh,"Modern Foods, Industrial Area",,2.0,2.0,2.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Chandigarh,"Punjab Engineering College, Sector 12",,2.0,2.0,2.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Chandigarh,Sector17 C,,2.0,2.0,2.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Chandigarh,"Sector39, IMTECH",,2.0,2.0,2.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Bilaspur,"Regional Office, CECB Vyapar Vihar",,4.0,7.0,5.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",DurgBhillainagar,"CSIDC Industrial Growth Center, Borai, Durg",,4.0,9.0,7.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",DurgBhillainagar,M.P. Laghu Udyog Nigam,,4.0,10.0,7.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",DurgBhillainagar,"R.O., 5/32 Banglow Office Building",,3.0,7.0,4.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",DurgBhillainagar,"Visak Hostel, Sector4",,4.0,8.0,5.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Korba,"HIG 21,22.Near Ghantaghar, MP Extension",,4.0,9.0,7.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Korba,"I.T.I., Rampur",,6.0,10.0,8.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Korba,"Pragati Nagar NTPC Colony, Jamnipali",,5.0,8.0,7.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Raipur,M/S Wool Worth India Pvt. Ltd. Sarora,,6.0,18.0,13.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Raipur,"New HIG9, Hirapur/Housing Board Complex Kabir Nagar",,8.0,20.0,13.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Amona,"Amona, Bicholim",,6.0,11.0,8.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Assanora,"Assanora Junction, Bardez",,6.0,11.0,9.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Bicholim,Bicholim,,6.0,11.0,9.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Codli,"Codli Tisk, Ponda, Sanguem",,6.0,11.0,8.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Cuncolim,Cuncolim,,5.0,12.0,9.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Honda,"Honda Junction, Sattari",,5.0,11.0,9.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Kundaim,Kundaim Industrial Estate,,6.0,11.0,9.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Mapusa,Mapusa town,,2.0,7.0,2.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Margao,Margao Town,,6.0,11.0,8.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Mormugao,"MPT Quarters Baina (earlier Fire Brigade Station, Port Trust)",,2.0,5.0,2.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Panaji,"Old GSPCB premises, Patto",,2.0,4.0,2.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Ponda,Ponda Town,,6.0,11.0,8.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Sanguem,"Near Railway Station at Kalem, Sanguem",,5.0,11.0,8.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Tilamol,"Quepem, Tilamol",,6.0,11.0,9.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Tuem,Tuem Industrial Estate,,6.0,11.0,8.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Usgao,"Usgao Plae, Junction, Ponda",,6.0,11.0,9.0
India,Goa,"Calendar Year (Jan - Dec), 2020",Vasco,"Fuse Call Office, Mormugao",,2.0,10.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Ahmedabad,"AZL Behrampura, Ahmadabad",,6.0,22.0,14.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Ahmedabad,"Bhagavathi Estate, Keval Kanta Road, Rakhiyal",,5.0,21.0,14.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Ahmedabad,Cadilla Bridge Narol,,5.0,21.0,14.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Ahmedabad,L.D. Engg. College,,5.0,22.0,13.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",,5.0,22.0,14.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Ahmedabad,"R.C. Technical High School, Mirzapur",,5.0,22.0,14.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Ahmedabad,"Reliable Products, 61/62 Ilaben estate,PiranaDump Site,Narol (previous Dyno Wash)",,5.0,26.0,15.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Ahmedabad,"Shardaben Hospital, Saraspur",,5.0,22.0,14.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Anklesvar,"Durga Traders, Bhavanafarm Society",,7.0,23.0,15.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Anklesvar,Rallis India Ltd.,,7.0,23.0,15.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Damtal,Old Road,,2.0,2.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Damtal,Regional Office,,2.0,2.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Dharamshala,"Daari, Dharamshala",,2.0,2.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Dharamshala,Kotwali Bazar Dharamshala,,2.0,2.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Jamnagar,Fisheries Office,,6.0,25.0,14.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Kala Amb,Kala Amb Industrial Area,,2.0,6.0,4.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Kala Amb,Kala Amb Town/Trilokpur,,2.0,5.0,3.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Manali,"HPSPCB, Hadimba Road, Manali, Kullu",,2.0,4.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Manali,"Nehru Park, Manali, Kullu",,2.0,3.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Nalagarh,Durga Mata Mandir (Municipal Council),,2.0,2.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Paonta Sahib,Gondhpur Industrial Area,,2.0,5.0,3.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Paonta Sahib,Paonta Sahib,,2.0,6.0,3.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Parwanoo,Asst. Commissioner Building Sector I,,2.0,2.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Parwanoo,"Regional Office, Sector 4",,2.0,2.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Rajkot,GPCB Regional Offce,,6.0,23.0,13.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Rajkot,Nr. Sardhara Industrial Corporation,,7.0,25.0,15.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Shimla,"Bus Stand, Winterfield",,2.0,2.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Shimla,Tekka Bench Ridge,,2.0,3.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",,2.0,2.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Sunder Nagar,"Muncipal Council, NH21, Mandi",,2.0,2.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Surat,"B.R.C. High School, Udhna",,5.0,38.0,22.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Surat,Near Air India Office,,5.0,37.0,19.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Surat,S.V.R. Engg. College,,5.0,32.0,18.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Vadodara,CETP Nandesari,,6.0,25.0,15.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Vadodara,Dandia Bazaar,,6.0,25.0,14.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Vadodara,"GPCB Office, Geri Vasahat",,6.0,25.0,13.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Vadodara,"Sterling Gelatin Guest House, VillKarakhadi Padia",,6.0,22.0,15.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Vapi,"GEB, IIIrd Phase, GIDC",,7.0,32.0,20.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Vapi,Housing Board,,2.0,2.0,2.0
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Vapi,"Vapi Nagar Palika, Vapi",,6.0,23.0,14.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020",Dhanbad,"CGM Office, Kusunda",,11.737522320588402289200,17.606283480882603433800,12.715649180637435813300
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020",Dhanbad,"EMTI, Bastacola",,11.737522320588402289200,15.650029760784536385600,13.693776040686469337400
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020",Dhanbad,R.O. Dhanbad,,10.759395460539368765100,16.628156620833569909700,13.693776040686469337400
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020",Jammu,Bari Brahamana Industrial Area,,1.956253720098067048200,5.868761160294201144600,2.934380580147100572300
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020",Jammu,"M.A. Stadium, Jewel Chowk",,1.956253720098067048200,5.868761160294201144600,2.934380580147100572300
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020",Jammu,"Regional Office, Jammu",,1.956253720098067048200,6.846888020343234668700,2.934380580147100572300
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020",Jamshedpur,Bistupur Vehical Testing Centre,,16.628156620833569909700,42.059454982108441536300,29.343805801471005723000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020",Jamshedpur,Golmuri Vehicle Testing Centre,,15.650029760784536385600,43.037581842157475060400,29.343805801471005723000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020",Jharia,M.A.D.A.,,11.737522320588402289200,16.628156620833569909700,13.693776040686469337400
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020",Ranchi,"Albert Ekka Chowk, Main Road",,16.628156620833569909700,18.584410340931636957900,16.628156620833569909700
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020",Saraikela,"RO Building, Adityapur",,16.628156620833569909700,43.037581842157475060400,28.365678941421972198900
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Bagalkote,Bagalkote KSPCB Office Premises,,2.0,2.0,2.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Bangalore,"AMCO Batteries, Mysore Road",,2.0,3.0,2.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Bangalore,"Graphite India, White Field Road",,2.0,2.0,2.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Bangalore,"Jnanabharathi, Bangalore University",,2.0,4.0,3.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Bangalore,"KHB Industrial Area, Yelahanka",,2.0,2.0,2.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Bangalore,Peenya Industrial Area,,2.0,2.0,2.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Bangalore,"TERI office, Vital Medi healthcare Pvt Ltd",,2.0,2.0,2.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Bangalore,Yeshwanthpura police station,,2.0,2.0,2.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Belgaum,Karnataka SPCB Office Building,,2.0,2.0,2.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Bidar,KSPCB Office Premises,,2.0,11.0,4.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Chitradurga,KSPCB Office Premises,,2.0,16.0,3.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Devanagere,"HPF Intakewell, Kumarapattnam",,2.0,12.0,3.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Devanagere,"Mothi Theatre, Gandhi Circle, P.B. Road / Traffic Police Station",,4.0,33.0,15.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Devanagere,"Regional Office building, KSPCB",,2.0,19.0,5.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Gulbarga / Kalaburgi,Government Hospital,,2.0,7.0,3.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Hassan,KSRTC bus stand building,,2.0,5.0,3.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",HubliDharwad,"Lakkamanahalli Industrial Area, Dharwad",,4.0,5.0,4.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",HubliDharwad,"Rani Chennamma Circle, Hubli",,4.0,6.0,5.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Mandya,"KSPCB Building, Bandigowda Badarahe",,2.0,3.0,2.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Mangalore,Baikampady Industrial Area,,2.0,10.0,6.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Mysore,"K.R.Circle, Visvesvaraya Bldg",,2.0,4.0,2.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Mysore,KSPCB Bldg. Hebbal Ind. Area,,2.0,8.0,2.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Shimaga,"The VISL, Oxygen Plant, Shimoga",,2.0,10.0,6.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Timukuru,KSPCB Office Premises,,2.0,3.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Alappuzha,District Office Alappuzha,,2.0,2.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Alappuzha,"District Office, Alissery Road",,2.0,2.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Alappuzha,William Goodacre Power House Bridge,,2.0,3.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Kochi,"Eloor I, FACT, Ambalamughal",,2.0,7.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Kochi,Eloor II,,2.0,7.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Kochi,Ernakulum South,,2.0,2.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Kochi,Irumpanam,,2.0,2.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Kochi,KALAMASSERY / CSIR Complex,,2.0,2.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Kochi,Kuttipadam,,2.0,10.0,3.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Kochi,MG Road Bank Ernakulum,,2.0,2.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Kochi,VYTTILA,,2.0,2.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Kollam,KMML Chavara,,3.0,5.0,4.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Kollam,"KSPCB, District Office, Kadappakada",,2.0,3.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Kottayam,Kottayam,,2.0,2.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Kottayam,Vadavathoor,,2.0,3.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Kozhikode,Kozhikode City,,2.0,2.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Kozhikode,Nallalam,,2.0,2.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Malapuram,"Kakkanchery, Sijmak oils",,2.0,2.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Palakkad,SEPR Refractories India Ltd.,,2.0,23.0,3.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Pathanamthitta,"KSPCB, Makkamkunnu",,2.0,2.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Thiruvalla,Thiruvalla,,2.0,2.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Thiruvananthapuram,PETTAH / Sasthamangalam(plamadou),,2.0,18.0,5.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Thiruvananthapuram,VELI / HiTech Chackai,,2.0,16.0,5.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Thissur,"KSPCB, District Office, Poonkunnam",,2.0,5.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Thissur,Thissur/ Peringandoor,,2.0,5.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Wayanad,Sulthan Bathery,,2.0,2.0,2.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Wayanad,Wayanad,,2.0,2.0,2.0
India,Ladakh,"Calendar Year (Jan - Dec), 2020",Dhanbad,"CGM Office, Kusunda",,0.262477679411597710800,0.393716519117396566200,0.284350819362564186700
India,Ladakh,"Calendar Year (Jan - Dec), 2020",Dhanbad,"EMTI, Bastacola",,0.262477679411597710800,0.349970239215463614400,0.306223959313530662600
India,Ladakh,"Calendar Year (Jan - Dec), 2020",Dhanbad,R.O. Dhanbad,,0.240604539460631234900,0.371843379166430090300,0.306223959313530662600
India,Ladakh,"Calendar Year (Jan - Dec), 2020",Jammu,Bari Brahamana Industrial Area,,0.043746279901932951800,0.131238839705798855400,0.065619419852899427700
India,Ladakh,"Calendar Year (Jan - Dec), 2020",Jammu,"M.A. Stadium, Jewel Chowk",,0.043746279901932951800,0.131238839705798855400,0.065619419852899427700
India,Ladakh,"Calendar Year (Jan - Dec), 2020",Jammu,"Regional Office, Jammu",,0.043746279901932951800,0.153111979656765331300,0.065619419852899427700
India,Ladakh,"Calendar Year (Jan - Dec), 2020",Jamshedpur,Bistupur Vehical Testing Centre,,0.371843379166430090300,0.940545017891558463700,0.656194198528994277000
